plot,run,model,source,task_order,Task Order,condition,condition_key,mean_balance_r10,path
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game,Game Only,No Noise,forced,58.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game/default/baseline_v4_mem3_direct_000_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game,Game Only,No Noise,forced,71.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game/default/baseline_v4_mem3_direct_001_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game,Game Only,No Noise,forced,68.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game/default/baseline_v4_mem3_direct_002_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game,Game Only,No Noise,forced,75.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game/default/baseline_v4_mem3_direct_003_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game,Game Only,No Noise,forced,71.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game/default/baseline_v4_mem3_direct_004_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game,Game Only,No Noise,forced,72.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game/default/baseline_v4_mem3_direct_005_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game,Game Only,No Noise,forced,71.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game/default/baseline_v4_mem3_direct_006_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game,Game Only,No Noise,forced,74.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game/default/baseline_v4_mem3_direct_007_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game,Game Only,No Noise,forced,64.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game/default/baseline_v4_mem3_direct_008_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game,Game Only,No Noise,forced,71.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game/default/baseline_v4_mem3_direct_009_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game,Game Only,No Noise,forced,65.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game/default/baseline_v4_mem3_direct_010_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game,Game Only,No Noise,forced,64.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game/default/baseline_v4_mem3_direct_011_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game,Game Only,No Noise,forced,72.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game/default/baseline_v4_mem3_direct_012_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game,Game Only,No Noise,forced,71.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game/default/baseline_v4_mem3_direct_013_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game,Game Only,No Noise,forced,71.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game/default/baseline_v4_mem3_direct_014_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game_myth,Game -> Myth,No Noise,forced,72.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game_myth/default/baseline_v4_mem3_direct_015_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game_myth,Game -> Myth,No Noise,forced,73.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game_myth/default/baseline_v4_mem3_direct_016_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game_myth,Game -> Myth,No Noise,forced,63.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game_myth/default/baseline_v4_mem3_direct_017_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game_myth,Game -> Myth,No Noise,forced,73.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game_myth/default/baseline_v4_mem3_direct_018_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game_myth,Game -> Myth,No Noise,forced,70.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game_myth/default/baseline_v4_mem3_direct_019_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game_myth,Game -> Myth,No Noise,forced,74.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game_myth/default/baseline_v4_mem3_direct_020_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game_myth,Game -> Myth,No Noise,forced,72.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game_myth/default/baseline_v4_mem3_direct_021_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game_myth,Game -> Myth,No Noise,forced,69.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game_myth/default/baseline_v4_mem3_direct_022_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game_myth,Game -> Myth,No Noise,forced,71.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game_myth/default/baseline_v4_mem3_direct_023_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game_myth,Game -> Myth,No Noise,forced,72.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game_myth/default/baseline_v4_mem3_direct_024_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game_myth,Game -> Myth,No Noise,forced,69.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game_myth/default/baseline_v4_mem3_direct_025_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game_myth,Game -> Myth,No Noise,forced,72.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game_myth/default/baseline_v4_mem3_direct_026_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game_myth,Game -> Myth,No Noise,forced,74.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game_myth/default/baseline_v4_mem3_direct_027_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game_myth,Game -> Myth,No Noise,forced,70.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game_myth/default/baseline_v4_mem3_direct_028_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,game_myth,Game -> Myth,No Noise,forced,72.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/game_myth/default/baseline_v4_mem3_direct_029_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,myth_game,Myth -> Game,No Noise,forced,71.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/myth_game/default/baseline_v4_mem3_direct_030_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,myth_game,Myth -> Game,No Noise,forced,71.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/myth_game/default/baseline_v4_mem3_direct_031_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,myth_game,Myth -> Game,No Noise,forced,73.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/myth_game/default/baseline_v4_mem3_direct_032_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,myth_game,Myth -> Game,No Noise,forced,73.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/myth_game/default/baseline_v4_mem3_direct_033_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,myth_game,Myth -> Game,No Noise,forced,70.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/myth_game/default/baseline_v4_mem3_direct_034_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,myth_game,Myth -> Game,No Noise,forced,72.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/myth_game/default/baseline_v4_mem3_direct_035_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,myth_game,Myth -> Game,No Noise,forced,74.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/myth_game/default/baseline_v4_mem3_direct_036_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,myth_game,Myth -> Game,No Noise,forced,72.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/myth_game/default/baseline_v4_mem3_direct_037_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,myth_game,Myth -> Game,No Noise,forced,72.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/myth_game/default/baseline_v4_mem3_direct_038_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,myth_game,Myth -> Game,No Noise,forced,74.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/myth_game/default/baseline_v4_mem3_direct_039_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,myth_game,Myth -> Game,No Noise,forced,72.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/myth_game/default/baseline_v4_mem3_direct_040_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,myth_game,Myth -> Game,No Noise,forced,72.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/myth_game/default/baseline_v4_mem3_direct_041_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,myth_game,Myth -> Game,No Noise,forced,73.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/myth_game/default/baseline_v4_mem3_direct_042_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,myth_game,Myth -> Game,No Noise,forced,73.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/myth_game/default/baseline_v4_mem3_direct_043_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,Baseline,myth_game,Myth -> Game,No Noise,forced,72.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/gpt-5-nano/myth_game/default/baseline_v4_mem3_direct_044_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5,noisy_positive_5,74.64999999999999,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5/noise_positive_mem3_gpt5_nano_000_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5,noisy_positive_5,73.21000000000001,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5/noise_positive_mem3_gpt5_nano_001_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5,noisy_positive_5,74.41,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5/noise_positive_mem3_gpt5_nano_002_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5/noise_positive_mem3_gpt5_nano_003_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5,noisy_positive_5,66.33,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5/noise_positive_mem3_gpt5_nano_004_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5/noise_positive_mem3_gpt5_nano_005_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5/noise_positive_mem3_gpt5_nano_006_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5,noisy_positive_5,74.92,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5/noise_positive_mem3_gpt5_nano_007_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5,noisy_positive_5,74.32,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5/noise_positive_mem3_gpt5_nano_008_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5,noisy_positive_5,74.41,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5/noise_positive_mem3_gpt5_nano_009_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5,noisy_positive_5,60.03,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5/noise_positive_mem3_gpt5_nano_010_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5,noisy_positive_5,75.00000000000001,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5/noise_positive_mem3_gpt5_nano_011_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5,noisy_positive_5,70.42,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5/noise_positive_mem3_gpt5_nano_012_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5/noise_positive_mem3_gpt5_nano_013_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5,noisy_positive_5,69.13,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5/noise_positive_mem3_gpt5_nano_014_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5 Informed,noisy_positive_5_informed,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_015_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5 Informed,noisy_positive_5_informed,74.46000000000001,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_016_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5 Informed,noisy_positive_5_informed,69.17999999999999,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_017_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5 Informed,noisy_positive_5_informed,72.57,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_018_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5 Informed,noisy_positive_5_informed,74.87,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_019_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5 Informed,noisy_positive_5_informed,74.72999999999999,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_020_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5 Informed,noisy_positive_5_informed,74.78999999999999,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_021_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5 Informed,noisy_positive_5_informed,73.53999999999999,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_022_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5 Informed,noisy_positive_5_informed,72.25999999999999,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_023_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5 Informed,noisy_positive_5_informed,72.36000000000001,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_024_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5 Informed,noisy_positive_5_informed,68.61,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_025_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5 Informed,noisy_positive_5_informed,72.43,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_026_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5 Informed,noisy_positive_5_informed,70.37,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_027_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5 Informed,noisy_positive_5_informed,67.1,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_028_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game,Game Only,Positive +5 Informed,noisy_positive_5_informed,73.2,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_nano_029_neutral.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5,noisy_positive_5,72.57,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5/noise_positive_mem3_gpt5_nano_030_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5/noise_positive_mem3_gpt5_nano_031_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5/noise_positive_mem3_gpt5_nano_032_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5,noisy_positive_5,75.0,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5/noise_positive_mem3_gpt5_nano_033_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5,noisy_positive_5,73.38999999999999,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5/noise_positive_mem3_gpt5_nano_034_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5,noisy_positive_5,74.82,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5/noise_positive_mem3_gpt5_nano_035_neutral_anything.json
main_signed_noise_gpt5nano,Cumulative Balance at Round 10: gpt-5-nano (signed noise),gpt-5-nano,main_signed_noise_gpt5nano,game_myth,Game -> Myth,Positive +5,noisy_positive_5,74.35,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_positive_5/noise_positive_mem3_gpt5_nano_036_neutral_anything.json
