plot,run,model,source,task_order,Task Order,condition,condition_key,mean_balance_r10,path
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,game,Game Only,No Noise,forced,55.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/game/default/baseline_v4_mem3_direct_053_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,game,Game Only,No Noise,forced,69.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/game/default/baseline_v4_mem3_direct_054_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,game,Game Only,No Noise,forced,69.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/game/default/baseline_v4_mem3_direct_055_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,game,Game Only,No Noise,forced,55.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/game/default/baseline_v4_mem3_direct_056_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,game,Game Only,No Noise,forced,67.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/game/default/baseline_v4_mem3_direct_057_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,game,Game Only,No Noise,forced,55.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/game/default/baseline_v4_mem3_direct_058_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,game,Game Only,No Noise,forced,55.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/game/default/baseline_v4_mem3_direct_059_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,game_myth,Game -> Myth,No Noise,forced,69.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/game_myth/default/baseline_v4_mem3_direct_060_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,game_myth,Game -> Myth,No Noise,forced,62.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/game_myth/default/baseline_v4_mem3_direct_061_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,game_myth,Game -> Myth,No Noise,forced,59.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/game_myth/default/baseline_v4_mem3_direct_062_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,game_myth,Game -> Myth,No Noise,forced,55.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/game_myth/default/baseline_v4_mem3_direct_063_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,game_myth,Game -> Myth,No Noise,forced,55.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/game_myth/default/baseline_v4_mem3_direct_064_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,game_myth,Game -> Myth,No Noise,forced,55.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/game_myth/default/baseline_v4_mem3_direct_065_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,game_myth,Game -> Myth,No Noise,forced,61.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/game_myth/default/baseline_v4_mem3_direct_066_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,game_myth,Game -> Myth,No Noise,forced,55.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/game_myth/default/baseline_v4_mem3_direct_067_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,game_myth,Game -> Myth,No Noise,forced,55.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/game_myth/default/baseline_v4_mem3_direct_068_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,game_myth,Game -> Myth,No Noise,forced,69.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/game_myth/default/baseline_v4_mem3_direct_069_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,game_myth,Game -> Myth,No Noise,forced,65.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/game_myth/default/baseline_v4_mem3_direct_070_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,game_myth,Game -> Myth,No Noise,forced,59.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/game_myth/default/baseline_v4_mem3_direct_071_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,game_myth,Game -> Myth,No Noise,forced,55.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/game_myth/default/baseline_v4_mem3_direct_072_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,game_myth,Game -> Myth,No Noise,forced,55.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/game_myth/default/baseline_v4_mem3_direct_073_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,game_myth,Game -> Myth,No Noise,forced,57.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/game_myth/default/baseline_v4_mem3_direct_074_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,myth_game,Myth -> Game,No Noise,forced,69.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/myth_game/default/baseline_v4_mem3_direct_075_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,myth_game,Myth -> Game,No Noise,forced,55.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/myth_game/default/baseline_v4_mem3_direct_076_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,myth_game,Myth -> Game,No Noise,forced,55.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/myth_game/default/baseline_v4_mem3_direct_077_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,myth_game,Myth -> Game,No Noise,forced,67.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/myth_game/default/baseline_v4_mem3_direct_078_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,myth_game,Myth -> Game,No Noise,forced,62.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/myth_game/default/baseline_v4_mem3_direct_079_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,myth_game,Myth -> Game,No Noise,forced,63.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/myth_game/default/baseline_v4_mem3_direct_080_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,myth_game,Myth -> Game,No Noise,forced,65.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/myth_game/default/baseline_v4_mem3_direct_081_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,myth_game,Myth -> Game,No Noise,forced,55.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/myth_game/default/baseline_v4_mem3_direct_082_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,myth_game,Myth -> Game,No Noise,forced,62.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/myth_game/default/baseline_v4_mem3_direct_083_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,myth_game,Myth -> Game,No Noise,forced,55.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/myth_game/default/baseline_v4_mem3_direct_084_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,myth_game,Myth -> Game,No Noise,forced,69.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/myth_game/default/baseline_v4_mem3_direct_085_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,myth_game,Myth -> Game,No Noise,forced,55.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/myth_game/default/baseline_v4_mem3_direct_086_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,myth_game,Myth -> Game,No Noise,forced,55.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/myth_game/default/baseline_v4_mem3_direct_087_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,myth_game,Myth -> Game,No Noise,forced,55.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/myth_game/default/baseline_v4_mem3_direct_088_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,Baseline,myth_game,Myth -> Game,No Noise,forced,62.0,data/json/noise_experiments/v4_direct_provider_baseline/baseline_v4_mem3_direct/claude-sonnet-4.5/myth_game/default/baseline_v4_mem3_direct_089_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5,noisy_negative_5,26.590000000000003,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_000_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5,noisy_negative_5,33.94,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_001_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5,noisy_negative_5,37.03,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_002_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5,noisy_negative_5,26.87,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_003_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5,noisy_negative_5,26.76,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_004_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5,noisy_negative_5,37.8,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_005_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5,noisy_negative_5,31.669999999999998,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_006_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5,noisy_negative_5,25.270000000000003,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_007_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5,noisy_negative_5,25.74,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_008_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5,noisy_negative_5,32.59,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_009_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5,noisy_negative_5,28.680000000000003,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_010_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5,noisy_negative_5,26.86,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_011_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5,noisy_negative_5,25.83,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_012_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5,noisy_negative_5,28.340000000000003,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_013_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5,noisy_negative_5,25.0,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_014_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5 Informed,noisy_negative_5_informed,26.34,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_015_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5 Informed,noisy_negative_5_informed,28.12,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_016_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5 Informed,noisy_negative_5_informed,30.18,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_017_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5 Informed,noisy_negative_5_informed,35.9,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_018_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5 Informed,noisy_negative_5_informed,33.540000000000006,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_019_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5 Informed,noisy_negative_5_informed,40.78,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_020_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5 Informed,noisy_negative_5_informed,26.840000000000003,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_021_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5 Informed,noisy_negative_5_informed,26.35,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_022_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5 Informed,noisy_negative_5_informed,28.08,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_023_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5 Informed,noisy_negative_5_informed,29.58,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_024_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5 Informed,noisy_negative_5_informed,29.39,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_025_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5 Informed,noisy_negative_5_informed,31.189999999999998,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_026_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5 Informed,noisy_negative_5_informed,28.2,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_027_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5 Informed,noisy_negative_5_informed,28.16,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_028_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game,Game Only,Negative -5 Informed,noisy_negative_5_informed,33.02,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_029_neutral.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game_myth,Game -> Myth,Negative -5,noisy_negative_5,27.750000000000004,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_030_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game_myth,Game -> Myth,Negative -5,noisy_negative_5,33.5,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_031_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game_myth,Game -> Myth,Negative -5,noisy_negative_5,29.989999999999995,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_032_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game_myth,Game -> Myth,Negative -5,noisy_negative_5,29.020000000000003,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_033_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game_myth,Game -> Myth,Negative -5,noisy_negative_5,28.91,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_034_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game_myth,Game -> Myth,Negative -5,noisy_negative_5,32.61,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_035_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game_myth,Game -> Myth,Negative -5,noisy_negative_5,26.75,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_036_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game_myth,Game -> Myth,Negative -5,noisy_negative_5,29.29,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_037_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game_myth,Game -> Myth,Negative -5,noisy_negative_5,40.69,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_038_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game_myth,Game -> Myth,Negative -5,noisy_negative_5,27.669999999999998,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_039_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game_myth,Game -> Myth,Negative -5,noisy_negative_5,27.939999999999998,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_040_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game_myth,Game -> Myth,Negative -5,noisy_negative_5,35.09,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_041_neutral_anything.json
main_negative_claude,Cumulative Balance at Round 10: claude-sonnet-4.5 (negative -5),claude-sonnet-4.5,main_negative_claude,game_myth,Game -> Myth,Negative -5,noisy_negative_5,32.59,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_042_neutral_anything.json
