model,task_order,noise_condition,experiment,myth_topic,game_params_name,round,agent,n_tokens,n_types,ttr,entropy_bits,mean_sentence_length,n_sentences
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,3,Agent_5,214,136,0.6355140186915887,6.692019820519662,14.2,15
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,3,Agent_8,203,118,0.5812807881773399,6.465842262388581,14.428571428571429,14
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,3,Agent_6,208,136,0.6538461538461539,6.707926602702542,12.176470588235293,17
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,3,Agent_1,218,125,0.573394495412844,6.511182619008492,12.055555555555555,18
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,4,Agent_8,216,136,0.6296296296296297,6.784430857452129,14.333333333333334,15
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,4,Agent_2,205,145,0.7073170731707317,6.822262126388272,14.571428571428571,14
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,4,Agent_7,211,132,0.6255924170616114,6.7091416367040155,13.125,16
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,4,Agent_5,208,133,0.6394230769230769,6.805477054892223,14.785714285714286,14
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,4,Agent_3,205,134,0.6536585365853659,6.683298804276008,10.2,20
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,4,Agent_6,212,145,0.6839622641509434,6.854303860845017,11.105263157894736,19
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,4,Agent_1,213,139,0.6525821596244131,6.800512909701302,11.777777777777779,18
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,4,Agent_4,215,135,0.627906976744186,6.6418270357455595,15.285714285714286,14
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,5,Agent_6,209,127,0.6076555023923444,6.575796456521322,10.4,20
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,5,Agent_4,219,115,0.5251141552511416,6.358920670062937,12.823529411764707,17
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,5,Agent_1,211,134,0.6350710900473934,6.742860057599848,12.352941176470589,17
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,5,Agent_2,217,134,0.6175115207373272,6.737927258219605,12.0,18
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,5,Agent_8,216,135,0.625,6.734130498548746,11.31578947368421,19
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,5,Agent_7,215,140,0.6511627906976745,6.784138666173049,14.266666666666667,15
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,5,Agent_3,215,143,0.6651162790697674,6.848085670646785,11.263157894736842,19
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,5,Agent_5,217,140,0.6451612903225806,6.785690059955087,18.0,12
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,6,Agent_5,224,144,0.6428571428571429,6.889666781477319,14.866666666666667,15
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,6,Agent_1,222,144,0.6486486486486487,6.871848299005623,9.608695652173912,23
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,6,Agent_7,215,146,0.6790697674418604,6.899702192423695,16.46153846153846,13
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,6,Agent_8,215,130,0.6046511627906976,6.706243457337962,11.88888888888889,18
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,6,Agent_2,218,140,0.6422018348623854,6.765397512631978,10.85,20
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,6,Agent_6,229,153,0.6681222707423581,6.906831629342742,12.666666666666666,18
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,6,Agent_4,216,135,0.625,6.702584349462124,11.944444444444445,18
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,6,Agent_3,212,152,0.7169811320754716,6.974135766983656,9.590909090909092,22
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,7,Agent_2,219,142,0.6484018264840182,6.745106069785651,9.909090909090908,22
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,7,Agent_6,218,150,0.6880733944954128,6.950853749067166,9.434782608695652,23
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,7,Agent_4,219,133,0.6073059360730594,6.682474859112401,11.473684210526315,19
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,7,Agent_5,226,143,0.6327433628318584,6.866478467100973,10.714285714285714,21
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,7,Agent_1,218,137,0.6284403669724771,6.800872983922133,9.863636363636363,22
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,7,Agent_8,212,124,0.5849056603773585,6.5584754532710425,15.071428571428571,14
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,7,Agent_7,223,146,0.6547085201793722,6.881501947805068,13.875,16
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,7,Agent_3,212,136,0.6415094339622641,6.797259016137977,9.173913043478262,23
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,8,Agent_5,237,154,0.6497890295358649,6.988960287513383,11.8,20
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,8,Agent_1,224,140,0.625,6.820716587557425,11.15,20
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,8,Agent_3,214,149,0.6962616822429907,7.0119663605204945,10.142857142857142,21
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,8,Agent_2,211,149,0.7061611374407583,6.971658677618927,9.130434782608695,23
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,8,Agent_6,219,149,0.680365296803653,6.971191457229568,10.9,20
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,8,Agent_7,223,147,0.6591928251121076,6.928470770609985,14.8,15
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,8,Agent_8,210,130,0.6190476190476191,6.704904539711738,11.0,19
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,8,Agent_4,222,149,0.6711711711711712,7.007621764996956,11.631578947368421,19
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,9,Agent_5,236,155,0.6567796610169492,7.016813441794851,10.217391304347826,23
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,9,Agent_7,226,142,0.6283185840707964,6.819626428413766,9.782608695652174,23
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,9,Agent_2,215,140,0.6511627906976745,6.833232417623947,10.19047619047619,21
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,9,Agent_4,212,125,0.589622641509434,6.641825645950595,10.047619047619047,21
