myth_topic,myth_topic_label,condition,filename,num_rounds,mean_trust_ratio,std_trust_ratio,mean_return_ratio,std_return_ratio,mean_sent,mean_returned,cooperation_stability,final_cumulative_balance,final_agent_1_balance,final_agent_2_balance
hospitality_and_guest_right,Hospitality And Guest Right,myth_game,myth_topics_gpt5_stable_017_gpt-5-nano_neutral_myth_game_hospitality_and_guest_right_4.json,15,0.06666666666666667,0.17384539747207062,0.0,0.0,0.3333333333333333,0.0,0.0,42.5,35.0,50.0
hospitality_and_guest_right,Hospitality And Guest Right,myth_game,myth_topics_gpt5_stable_017_gpt-5-nano_neutral_myth_game_hospitality_and_guest_right_5.json,15,0.09333333333333332,0.24073960113690387,0.0,0.0,0.4666666666666667,0.3,0.0,44.5,28.5,60.5
hospitality_and_guest_right,Hospitality And Guest Right,game_myth,myth_topics_gpt5_stable_011_gpt-5-nano_neutral_game_myth_hospitality_and_guest_right_6.json,15,0.02666666666666667,0.09977753031397177,0.0,0.0,0.13333333333333333,0.0,0.0,39.5,38.0,41.0
hospitality_and_guest_right,Hospitality And Guest Right,game_myth,myth_topics_gpt5_stable_011_gpt-5-nano_neutral_game_myth_hospitality_and_guest_right_7.json,15,0.3466666666666666,0.38964371189873215,0.1285185185185185,0.18359539818088075,1.7333333333333334,2.066666666666667,0.18359539818088075,63.5,89.0,38.0
hospitality_and_guest_right,Hospitality And Guest Right,game_myth,myth_topics_gpt5_stable_011_gpt-5-nano_neutral_game_myth_hospitality_and_guest_right.json,15,0.16,0.265329983228432,0.02222222222222222,0.08314794192830982,0.8,0.4,0.08314794192830982,49.5,52.0,47.0
hospitality_and_guest_right,Hospitality And Guest Right,game_myth,myth_topics_gpt5_stable_011_gpt-5-nano_neutral_game_myth_hospitality_and_guest_right_2.json,15,0.05333333333333334,0.13597385369580758,0.0,0.0,0.26666666666666666,0.0,0.0,41.5,52.0,31.0
hospitality_and_guest_right,Hospitality And Guest Right,game_myth,myth_topics_gpt5_stable_011_gpt-5-nano_neutral_game_myth_hospitality_and_guest_right_3.json,15,0.06666666666666667,0.24944382578492946,0.0,0.0,0.3333333333333333,0.0,0.0,42.5,35.0,50.0
hospitality_and_guest_right,Hospitality And Guest Right,game_myth,myth_topics_gpt5_stable_011_gpt-5-nano_neutral_game_myth_hospitality_and_guest_right_8.json,15,0.06666666666666667,0.1738453974720706,0.0,0.0,0.3333333333333333,0.0,0.0,42.5,35.0,50.0
hospitality_and_guest_right,Hospitality And Guest Right,game_myth,myth_topics_gpt5_stable_011_gpt-5-nano_neutral_game_myth_hospitality_and_guest_right_4.json,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,40.0,35.0
hospitality_and_guest_right,Hospitality And Guest Right,game_myth,myth_topics_gpt5_stable_011_gpt-5-nano_neutral_game_myth_hospitality_and_guest_right_5.json,15,0.17333333333333334,0.30868898407440604,0.0,0.0,0.8666666666666667,0.36666666666666664,0.0,50.5,72.5,28.5
prosocial_religion_cultural_evolution,Prosocial Religion Cultural Evolution,myth_game,myth_topics_gpt5_stable_014_gpt-5-nano_neutral_myth_game_prosocial_religion_cultural_evolution_3.json,15,0.05333333333333334,0.19955506062794354,0.0,0.0,0.26666666666666666,0.0,0.0,41.5,36.0,47.0
prosocial_religion_cultural_evolution,Prosocial Religion Cultural Evolution,myth_game,myth_topics_gpt5_stable_014_gpt-5-nano_neutral_myth_game_prosocial_religion_cultural_evolution_2.json,15,0.08,0.20396078054371136,0.02222222222222222,0.08314794192830982,0.4,0.4,0.08314794192830982,43.5,34.0,53.0
prosocial_religion_cultural_evolution,Prosocial Religion Cultural Evolution,myth_game,myth_topics_gpt5_stable_014_gpt-5-nano_neutral_myth_game_prosocial_religion_cultural_evolution_5.json,15,0.02666666666666667,0.09977753031397177,0.0,0.0,0.13333333333333333,0.0,0.0,39.5,38.0,41.0
prosocial_religion_cultural_evolution,Prosocial Religion Cultural Evolution,myth_game,myth_topics_gpt5_stable_014_gpt-5-nano_neutral_myth_game_prosocial_religion_cultural_evolution_4.json,15,0.04,0.1496662954709576,0.0,0.0,0.2,0.0,0.0,40.5,37.0,44.0
prosocial_religion_cultural_evolution,Prosocial Religion Cultural Evolution,myth_game,myth_topics_gpt5_stable_014_gpt-5-nano_neutral_myth_game_prosocial_religion_cultural_evolution_8.json,15,0.28,0.35627704575699704,0.09925925925925924,0.16921346329155398,1.4,1.0666666666666667,0.16921346329155398,58.5,79.0,38.0
prosocial_religion_cultural_evolution,Prosocial Religion Cultural Evolution,myth_game,myth_topics_gpt5_stable_014_gpt-5-nano_neutral_myth_game_prosocial_religion_cultural_evolution_7.json,15,0.16,0.265329983228432,0.06666666666666667,0.13333333333333333,0.8,0.6,0.13333333333333333,49.5,55.0,44.0
prosocial_religion_cultural_evolution,Prosocial Religion Cultural Evolution,myth_game,myth_topics_gpt5_stable_014_gpt-5-nano_neutral_myth_game_prosocial_religion_cultural_evolution_6.json,15,0.08,0.20396078054371136,0.0,0.0,0.4,0.2,0.0,43.5,31.0,56.0
prosocial_religion_cultural_evolution,Prosocial Religion Cultural Evolution,myth_game,myth_topics_gpt5_stable_014_gpt-5-nano_neutral_myth_game_prosocial_religion_cultural_evolution.json,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,40.0,35.0
prosocial_religion_cultural_evolution,Prosocial Religion Cultural Evolution,game_myth,myth_topics_gpt5_stable_008_gpt-5-nano_neutral_game_myth_prosocial_religion_cultural_evolution_5.json,15,0.05333333333333334,0.13597385369580756,0.0,0.0,0.26666666666666666,0.0,0.0,41.5,44.0,39.0
prosocial_religion_cultural_evolution,Prosocial Religion Cultural Evolution,game_myth,myth_topics_gpt5_stable_008_gpt-5-nano_neutral_game_myth_prosocial_religion_cultural_evolution_4.json,15,0.02666666666666667,0.09977753031397177,0.0,0.0,0.13333333333333333,0.0,0.0,39.5,38.0,41.0
prosocial_religion_cultural_evolution,Prosocial Religion Cultural Evolution,game_myth,myth_topics_gpt5_stable_008_gpt-5-nano_neutral_game_myth_prosocial_religion_cultural_evolution_8.json,15,0.08,0.2039607805437114,0.0,0.0,0.4,0.0,0.0,43.5,58.0,29.0
prosocial_religion_cultural_evolution,Prosocial Religion Cultural Evolution,game_myth,myth_topics_gpt5_stable_008_gpt-5-nano_neutral_game_myth_prosocial_religion_cultural_evolution.json,15,0.13333333333333333,0.2270584848790187,0.02222222222222222,0.08314794192830981,0.6666666666666666,0.6,0.08314794192830981,47.5,41.0,54.0
prosocial_religion_cultural_evolution,Prosocial Religion Cultural Evolution,game_myth,myth_topics_gpt5_stable_008_gpt-5-nano_neutral_game_myth_prosocial_religion_cultural_evolution_3.json,15,0.04,0.1496662954709576,0.0,0.0,0.2,0.0,0.0,40.5,37.0,44.0
prosocial_religion_cultural_evolution,Prosocial Religion Cultural Evolution,game_myth,myth_topics_gpt5_stable_008_gpt-5-nano_neutral_game_myth_prosocial_religion_cultural_evolution_2.json,15,0.06666666666666667,0.24944382578492946,0.0,0.0,0.3333333333333333,0.0,0.0,42.5,55.0,30.0
prosocial_religion_cultural_evolution,Prosocial Religion Cultural Evolution,game_myth,myth_topics_gpt5_stable_008_gpt-5-nano_neutral_game_myth_prosocial_religion_cultural_evolution_7.json,15,0.16,0.265329983228432,0.04444444444444444,0.11331154474650634,0.8,0.4,0.11331154474650634,49.5,52.0,47.0
prosocial_religion_cultural_evolution,Prosocial Religion Cultural Evolution,game_myth,myth_topics_gpt5_stable_008_gpt-5-nano_neutral_game_myth_prosocial_religion_cultural_evolution_6.json,15,0.08,0.20396078054371136,0.0,0.0,0.4,0.0,0.0,43.5,34.0,53.0
reputation_gossip_and_honor,Reputation Gossip And Honor,myth_game,myth_topics_gpt5_stable_016_gpt-5-nano_neutral_myth_game_reputation_gossip_and_honor_5.json,15,0.33333333333333326,0.3771236166328254,0.10666666666666666,0.1812984715944101,1.6666666666666667,1.4,0.1812984715944101,62.5,72.0,53.0
reputation_gossip_and_honor,Reputation Gossip And Honor,myth_game,myth_topics_gpt5_stable_016_gpt-5-nano_neutral_myth_game_reputation_gossip_and_honor_8.json,15,0.7066666666666667,0.4373658524495126,0.24074074074074073,0.23099949821500257,3.533333333333333,3.7666666666666666,0.23099949821500257,90.5,78.5,102.5
reputation_gossip_and_honor,Reputation Gossip And Honor,myth_game,myth_topics_gpt5_stable_016_gpt-5-nano_neutral_myth_game_reputation_gossip_and_honor_4.json,15,0.32,0.29933259094191533,0.2518518518518518,0.23819163245649666,1.6,2.533333333333333,0.23819163245649666,61.5,70.0,53.0
reputation_gossip_and_honor,Reputation Gossip And Honor,myth_game,myth_topics_gpt5_stable_016_gpt-5-nano_neutral_myth_game_reputation_gossip_and_honor_3.json,15,0.10666666666666667,0.21746008573733455,0.04444444444444444,0.16629588385661964,0.5333333333333333,0.26666666666666666,0.16629588385661964,45.5,48.0,43.0
reputation_gossip_and_honor,Reputation Gossip And Honor,myth_game,myth_topics_gpt5_stable_016_gpt-5-nano_neutral_myth_game_reputation_gossip_and_honor_2.json,15,0.14666666666666667,0.31382939455839515,0.04666666666666666,0.13097921802925666,0.7333333333333333,0.6,0.13097921802925666,48.5,52.0,45.0
reputation_gossip_and_honor,Reputation Gossip And Honor,myth_game,myth_topics_gpt5_stable_016_gpt-5-nano_neutral_myth_game_reputation_gossip_and_honor.json,15,0.14666666666666667,0.30521395046025585,0.029629629629629627,0.11086392257107974,0.7333333333333333,0.26666666666666666,0.11086392257107974,48.5,45.0,52.0
reputation_gossip_and_honor,Reputation Gossip And Honor,myth_game,myth_topics_gpt5_stable_016_gpt-5-nano_neutral_myth_game_reputation_gossip_and_honor_7.json,15,0.02666666666666667,0.09977753031397177,0.0,0.0,0.13333333333333333,0.13333333333333333,0.0,39.5,36.0,43.0
reputation_gossip_and_honor,Reputation Gossip And Honor,myth_game,myth_topics_gpt5_stable_016_gpt-5-nano_neutral_myth_game_reputation_gossip_and_honor_6.json,15,0.10666666666666667,0.2815828277592383,0.02222222222222222,0.08314794192830982,0.5333333333333333,0.4,0.08314794192830982,45.5,32.0,59.0
reputation_gossip_and_honor,Reputation Gossip And Honor,game_myth,myth_topics_gpt5_stable_010_gpt-5-nano_neutral_game_myth_reputation_gossip_and_honor_5.json,15,0.04,0.14966629547095764,0.0,0.0,0.2,0.0,0.0,40.5,37.0,44.0
reputation_gossip_and_honor,Reputation Gossip And Honor,game_myth,myth_topics_gpt5_stable_010_gpt-5-nano_neutral_game_myth_reputation_gossip_and_honor_8.json,15,0.04,0.14966629547095764,0.0,0.0,0.2,0.0,0.0,40.5,49.0,32.0
reputation_gossip_and_honor,Reputation Gossip And Honor,game_myth,myth_topics_gpt5_stable_010_gpt-5-nano_neutral_game_myth_reputation_gossip_and_honor_4.json,15,0.04,0.1496662954709576,0.0,0.0,0.2,0.0,0.0,40.5,37.0,44.0
reputation_gossip_and_honor,Reputation Gossip And Honor,game_myth,myth_topics_gpt5_stable_010_gpt-5-nano_neutral_game_myth_reputation_gossip_and_honor_3.json,15,0.16,0.2939387691339814,0.08444444444444445,0.17590682157478488,0.8,0.9333333333333333,0.17590682157478488,49.5,48.0,51.0
reputation_gossip_and_honor,Reputation Gossip And Honor,game_myth,myth_topics_gpt5_stable_010_gpt-5-nano_neutral_game_myth_reputation_gossip_and_honor_2.json,15,0.11999999999999998,0.23999999999999996,0.0,0.0,0.6,0.3333333333333333,0.0,46.5,60.0,33.0
reputation_gossip_and_honor,Reputation Gossip And Honor,game_myth,myth_topics_gpt5_stable_010_gpt-5-nano_neutral_game_myth_reputation_gossip_and_honor_7.json,15,0.21333333333333335,0.23626726862225803,0.08888888888888888,0.18121673811444547,1.0666666666666667,0.8,0.18121673811444547,53.5,38.0,69.0
reputation_gossip_and_honor,Reputation Gossip And Honor,game_myth,myth_topics_gpt5_stable_010_gpt-5-nano_neutral_game_myth_reputation_gossip_and_honor.json,15,0.08,0.20396078054371136,0.0,0.0,0.4,0.0,0.0,43.5,46.0,41.0
reputation_gossip_and_honor,Reputation Gossip And Honor,game_myth,myth_topics_gpt5_stable_010_gpt-5-nano_neutral_game_myth_reputation_gossip_and_honor_6.json,15,0.04,0.14966629547095764,0.0,0.0,0.2,0.3,0.0,40.5,32.5,48.5
sacred_oaths_and_covenants,Sacred Oaths And Covenants,myth_game,myth_topics_gpt5_stable_015_gpt-5-nano_neutral_myth_game_sacred_oaths_and_covenants_6.json,15,0.21333333333333335,0.36854066562894006,0.07333333333333333,0.15260697523012792,1.0666666666666667,1.4,0.15260697523012792,53.5,59.0,48.0
sacred_oaths_and_covenants,Sacred Oaths And Covenants,myth_game,myth_topics_gpt5_stable_015_gpt-5-nano_neutral_myth_game_sacred_oaths_and_covenants_7.json,15,0.21333333333333335,0.36854066562894006,0.06666666666666667,0.180534186769688,1.0666666666666667,0.6,0.180534186769688,53.5,53.0,54.0
sacred_oaths_and_covenants,Sacred Oaths And Covenants,myth_game,myth_topics_gpt5_stable_015_gpt-5-nano_neutral_myth_game_sacred_oaths_and_covenants_8.json,15,0.05333333333333334,0.13597385369580756,0.0,0.0,0.26666666666666666,0.0,0.0,41.5,44.0,39.0
sacred_oaths_and_covenants,Sacred Oaths And Covenants,myth_game,myth_topics_gpt5_stable_015_gpt-5-nano_neutral_myth_game_sacred_oaths_and_covenants_4.json,15,0.04,0.1496662954709576,0.0,0.0,0.2,0.2,0.0,40.5,34.0,47.0
sacred_oaths_and_covenants,Sacred Oaths And Covenants,myth_game,myth_topics_gpt5_stable_015_gpt-5-nano_neutral_myth_game_sacred_oaths_and_covenants_5.json,15,0.3466666666666667,0.44100894422776604,0.20444444444444443,0.36308690249777964,1.7333333333333334,2.4,0.36308690249777964,63.5,42.0,85.0
sacred_oaths_and_covenants,Sacred Oaths And Covenants,myth_game,myth_topics_gpt5_stable_015_gpt-5-nano_neutral_myth_game_sacred_oaths_and_covenants_2.json,15,0.08,0.20396078054371136,0.0,0.0,0.4,0.2,0.0,43.5,43.0,44.0
sacred_oaths_and_covenants,Sacred Oaths And Covenants,myth_game,myth_topics_gpt5_stable_015_gpt-5-nano_neutral_myth_game_sacred_oaths_and_covenants.json,15,0.52,0.4888080741286229,0.20666666666666664,0.259401019444583,2.6,3.0,0.259401019444583,76.5,84.0,69.0
sacred_oaths_and_covenants,Sacred Oaths And Covenants,myth_game,myth_topics_gpt5_stable_015_gpt-5-nano_neutral_myth_game_sacred_oaths_and_covenants_3.json,15,0.44,0.48000000000000004,0.1111111111111111,0.15713484026367722,2.2,1.9333333333333333,0.15713484026367722,70.5,68.0,73.0
sacred_oaths_and_covenants,Sacred Oaths And Covenants,game_myth,myth_topics_gpt5_stable_009_gpt-5-nano_neutral_game_myth_sacred_oaths_and_covenants_4.json,15,0.11999999999999998,0.23999999999999996,0.0,0.0,0.6,0.2,0.0,46.5,52.0,41.0
sacred_oaths_and_covenants,Sacred Oaths And Covenants,game_myth,myth_topics_gpt5_stable_009_gpt-5-nano_neutral_game_myth_sacred_oaths_and_covenants_8.json,15,0.18666666666666665,0.2679966832298904,0.08888888888888888,0.1474055462380178,0.9333333333333333,1.2,0.1474055462380178,51.5,64.0,39.0
sacred_oaths_and_covenants,Sacred Oaths And Covenants,game_myth,myth_topics_gpt5_stable_009_gpt-5-nano_neutral_game_myth_sacred_oaths_and_covenants.json,15,0.08,0.20396078054371136,0.0,0.0,0.4,0.0,0.0,43.5,46.0,41.0
sacred_oaths_and_covenants,Sacred Oaths And Covenants,game_myth,myth_topics_gpt5_stable_009_gpt-5-nano_neutral_game_myth_sacred_oaths_and_covenants_5.json,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,40.0,35.0
sacred_oaths_and_covenants,Sacred Oaths And Covenants,game_myth,myth_topics_gpt5_stable_009_gpt-5-nano_neutral_game_myth_sacred_oaths_and_covenants_2.json,15,0.04,0.1496662954709576,0.0,0.0,0.2,0.0,0.0,40.5,37.0,44.0
sacred_oaths_and_covenants,Sacred Oaths And Covenants,game_myth,myth_topics_gpt5_stable_009_gpt-5-nano_neutral_game_myth_sacred_oaths_and_covenants_3.json,15,0.30666666666666664,0.36417334089993764,0.07407407407407406,0.14998856838012284,1.5333333333333334,0.9333333333333333,0.14998856838012284,60.5,59.0,62.0
sacred_oaths_and_covenants,Sacred Oaths And Covenants,game_myth,myth_topics_gpt5_stable_009_gpt-5-nano_neutral_game_myth_sacred_oaths_and_covenants_6.json,15,0.22666666666666666,0.3335998934185814,0.0,0.0,1.1333333333333333,1.0,0.0,54.5,74.0,35.0
sacred_oaths_and_covenants,Sacred Oaths And Covenants,game_myth,myth_topics_gpt5_stable_009_gpt-5-nano_neutral_game_myth_sacred_oaths_and_covenants_7.json,15,0.10666666666666667,0.2815828277592383,0.0,0.0,0.5333333333333333,0.0,0.0,45.5,52.0,39.0
trickster_betrayal_and_price,Trickster Betrayal And Price,myth_game,myth_topics_gpt5_stable_018_gpt-5-nano_neutral_myth_game_trickster_betrayal_and_price_7.json,15,0.14666666666666667,0.30521395046025585,0.059259259259259255,0.1510820596620084,0.7333333333333333,0.8666666666666667,0.1510820596620084,48.5,36.0,61.0
trickster_betrayal_and_price,Trickster Betrayal And Price,myth_game,myth_topics_gpt5_stable_018_gpt-5-nano_neutral_myth_game_trickster_betrayal_and_price_6.json,15,0.16,0.2939387691339814,0.04444444444444444,0.16629588385661964,0.8,0.26666666666666666,0.16629588385661964,49.5,32.0,67.0
trickster_betrayal_and_price,Trickster Betrayal And Price,myth_game,myth_topics_gpt5_stable_018_gpt-5-nano_neutral_myth_game_trickster_betrayal_and_price.json,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,40.0,35.0
trickster_betrayal_and_price,Trickster Betrayal And Price,myth_game,myth_topics_gpt5_stable_018_gpt-5-nano_neutral_myth_game_trickster_betrayal_and_price_3.json,15,0.06666666666666667,0.24944382578492946,0.0,0.0,0.3333333333333333,0.0,0.0,42.5,35.0,50.0
trickster_betrayal_and_price,Trickster Betrayal And Price,myth_game,myth_topics_gpt5_stable_018_gpt-5-nano_neutral_myth_game_trickster_betrayal_and_price_2.json,15,0.22666666666666668,0.38551552786135895,0.10555555555555557,0.22040927138752642,1.1333333333333333,1.2,0.22040927138752642,54.5,71.0,38.0
trickster_betrayal_and_price,Trickster Betrayal And Price,myth_game,myth_topics_gpt5_stable_018_gpt-5-nano_neutral_myth_game_trickster_betrayal_and_price_5.json,15,0.14666666666666667,0.30521395046025585,0.059259259259259255,0.1510820596620084,0.7333333333333333,0.5333333333333333,0.1510820596620084,48.5,61.0,36.0
trickster_betrayal_and_price,Trickster Betrayal And Price,myth_game,myth_topics_gpt5_stable_018_gpt-5-nano_neutral_myth_game_trickster_betrayal_and_price_4.json,15,0.21333333333333335,0.23626726862225805,0.07777777777777777,0.1594744454934147,1.0666666666666667,1.0,0.1594744454934147,53.5,47.0,60.0
trickster_betrayal_and_price,Trickster Betrayal And Price,myth_game,myth_topics_gpt5_stable_018_gpt-5-nano_neutral_myth_game_trickster_betrayal_and_price_8.json,15,0.09333333333333332,0.19136933459209762,0.0,0.0,0.4666666666666667,0.2,0.0,44.5,30.0,59.0
trickster_betrayal_and_price,Trickster Betrayal And Price,game_myth,myth_topics_gpt5_stable_012_gpt-5-nano_neutral_game_myth_trickster_betrayal_and_price_6.json,15,0.13333333333333333,0.2890597785157173,0.0,0.0,0.6666666666666666,0.2,0.0,47.5,27.0,68.0
trickster_betrayal_and_price,Trickster Betrayal And Price,game_myth,myth_topics_gpt5_stable_012_gpt-5-nano_neutral_game_myth_trickster_betrayal_and_price_7.json,15,0.06666666666666667,0.24944382578492946,0.0,0.0,0.3333333333333333,0.0,0.0,42.5,35.0,50.0
trickster_betrayal_and_price,Trickster Betrayal And Price,game_myth,myth_topics_gpt5_stable_012_gpt-5-nano_neutral_game_myth_trickster_betrayal_and_price.json,15,0.29333333333333333,0.3785351884420904,0.05333333333333334,0.14079141387961916,1.4666666666666666,1.1666666666666667,0.14079141387961916,59.5,62.5,56.5
trickster_betrayal_and_price,Trickster Betrayal And Price,game_myth,myth_topics_gpt5_stable_012_gpt-5-nano_neutral_game_myth_trickster_betrayal_and_price_2.json,15,0.10666666666666667,0.2815828277592383,0.0,0.0,0.5333333333333333,0.3333333333333333,0.0,45.5,27.0,64.0
trickster_betrayal_and_price,Trickster Betrayal And Price,game_myth,myth_topics_gpt5_stable_012_gpt-5-nano_neutral_game_myth_trickster_betrayal_and_price_3.json,15,0.10666666666666667,0.2815828277592383,0.0,0.0,0.5333333333333333,0.0,0.0,45.5,52.0,39.0
trickster_betrayal_and_price,Trickster Betrayal And Price,game_myth,myth_topics_gpt5_stable_012_gpt-5-nano_neutral_game_myth_trickster_betrayal_and_price_4.json,15,0.06666666666666667,0.24944382578492943,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,42.5,60.0,25.0
trickster_betrayal_and_price,Trickster Betrayal And Price,game_myth,myth_topics_gpt5_stable_012_gpt-5-nano_neutral_game_myth_trickster_betrayal_and_price_8.json,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,40.0,35.0
trickster_betrayal_and_price,Trickster Betrayal And Price,game_myth,myth_topics_gpt5_stable_012_gpt-5-nano_neutral_game_myth_trickster_betrayal_and_price_5.json,15,0.06666666666666667,0.1738453974720706,0.0,0.0,0.3333333333333333,0.0,0.0,42.5,35.0,50.0
