model,noise_label,informed,task_order,n_runs,lag1_AB_mean,lag1_AB_ci_lo,lag1_AB_ci_hi,lag1_AB_n,lag1_BA_mean,lag1_BA_ci_lo,lag1_BA_ci_hi,lag1_BA_n,same_round_AB_mean,same_round_AB_ci_lo,same_round_AB_ci_hi,same_round_AB_n,lag1_max_mean,lag1_max_ci_lo,lag1_max_ci_hi,lag1_max_n,share_lag_gt_0_5
gpt-5-nano,gpt5nano_partner_myth_filler_bootstrap,False,myth_game,15,0.1875430364466993,0.011677633030256446,0.35125666589389565,15,0.21819721470461645,0.0445856137265263,0.3859795189396928,15,0.2764548485599891,0.18083508743645563,0.36272391934784115,15,0.38098933175704014,0.2506250994041394,0.5006097347242014,15,0.26666666666666666
gpt-5-nano,gpt5nano_partner_myth_filler_bootstrap,True,game_myth,15,0.1383093031715416,-0.022368039737913105,0.30245962692479383,15,0.14394815787495777,-0.04206948553742463,0.3097033437257931,15,0.13561989390572057,-0.06962191127992326,0.327637155393141,15,0.32665127836668495,0.16566053300355976,0.4771308099962799,15,0.3333333333333333
gpt-5-nano,gpt5nano_partner_myth_filler_bootstrap,True,myth_game,15,0.32858260197335754,0.14920986525861069,0.48611447969513566,15,0.28437272261047347,0.10047688517408457,0.45182848765428163,15,0.22295545392810612,0.06712754055918763,0.3914830754665455,15,0.47587344086986944,0.3583091560733823,0.5878828510098559,15,0.5333333333333333
gpt-5-nano,gpt5nano_partner_myth_filler_negative_5,False,game_myth,15,0.04719191987962892,-0.1517570973841533,0.24136493646773063,15,0.18443321607194105,-0.022982413491757864,0.37949513007759544,15,0.07593967823743729,-0.151330248791117,0.2990389069987642,15,0.35141396959144705,0.2007398641624785,0.5019433857138063,15,0.2
gpt-5-nano,gpt5nano_partner_myth_filler_negative_5,False,myth_game,15,-0.010457763460689414,-0.2296692189370724,0.19078769765550602,15,0.09860611063692755,-0.08232348808256194,0.2698539634853134,15,0.014176557723635944,-0.15963187695470757,0.2045297902051349,15,0.2471985605549483,0.10175544966667412,0.38460106907791847,15,0.13333333333333333
gpt-5-nano,gpt5nano_partner_myth_filler_negative_5,True,game_myth,15,0.039285383459273675,-0.1619623081697592,0.2178564245095781,15,0.1673197295817138,0.010985385962262527,0.3242756021106434,15,0.05888805082035411,-0.09147693337813463,0.20757810353967635,15,0.31162235813005956,0.18582114628701987,0.4414689754582658,15,0.3333333333333333
gpt-5-nano,gpt5nano_partner_myth_filler_negative_5,True,myth_game,15,0.15733531866991488,-0.010400604906008916,0.2994246609459419,15,0.1803873184686071,-0.04514240912279289,0.3692288146752772,15,0.13829004835881217,-0.07726762117108674,0.36931795094091485,15,0.3450745355481087,0.2441059957857406,0.44887513613324653,15,0.26666666666666666
gpt-5-nano,gpt5nano_partner_myth_filler_no_noise,False,game_myth,15,0.08991555804885132,-0.1431837122004734,0.3048557216263218,15,0.2001881630797949,0.06097775463955896,0.3394995190064536,15,0.08592927099900569,-0.14010552663899387,0.2904008178836223,15,0.3564879366635084,0.21578049769366148,0.48705865983529884,15,0.4
gpt-5-nano,gpt5nano_partner_myth_filler_no_noise,False,myth_game,15,0.13185718316257483,-0.09924630393613124,0.34594631307670765,15,0.3770291893988623,0.2531036041463182,0.501215333079774,15,0.17941658142946038,-0.010049783599854345,0.35187276944274165,15,0.40967176227384494,0.2790358753517666,0.5408971885163188,15,0.3333333333333333
gpt-5-nano,gpt5nano_partner_myth_filler_positive_5,False,game_myth,15,0.1880121927412452,0.03700592941707036,0.34287445732516814,15,3.285883450825829e-05,-0.19774433911048223,0.2041324421867092,15,0.2776832271093278,0.1293689911931089,0.40610110926797344,15,0.26639650391832737,0.10483291319742098,0.44777312389948776,15,0.3333333333333333
