model,noise_label,informed,task_order,n_runs,lag1_AB_mean,lag1_AB_ci_lo,lag1_AB_ci_hi,lag1_AB_n,lag1_BA_mean,lag1_BA_ci_lo,lag1_BA_ci_hi,lag1_BA_n,same_round_AB_mean,same_round_AB_ci_lo,same_round_AB_ci_hi,same_round_AB_n,lag1_max_mean,lag1_max_ci_lo,lag1_max_ci_hi,lag1_max_n,share_lag_gt_0_5
gpt-5-nano,gpt5nano_partner_myth_shuffled_negative_5,False,myth_game,15,0.1257215957218306,-0.06463149051825269,0.3128457396588458,15,0.29336301696579553,0.09439809033243375,0.4716649679387932,15,0.17394407272582738,0.010971614954518358,0.3453744785448429,15,0.4583313636185906,0.33144374478417804,0.573041798094737,15,0.4666666666666667
gpt-5-nano,gpt5nano_partner_myth_shuffled_negative_5,True,game_myth,15,0.1922785820007177,0.0381129306013243,0.34197229789797545,15,0.18202844216316713,-0.03426796433370179,0.38494614388798865,15,0.08790702377969858,-0.13894532828937933,0.3227013974720698,15,0.40086911711272577,0.28594931582654515,0.5210676528953884,15,0.2
gpt-5-nano,gpt5nano_partner_myth_shuffled_negative_5,True,myth_game,15,0.14116879734977317,-0.07763135928358914,0.3391147552773208,15,0.29258739463321615,0.13028936741731562,0.42464149517470134,15,0.22931439305550683,0.12266875350404495,0.32974200208545973,15,0.42827068961233733,0.3279084326541014,0.5105194593121009,15,0.3333333333333333
gpt-5-nano,gpt5nano_partner_myth_shuffled_no_noise,False,game_myth,15,0.05931935182020552,-0.13120684083963036,0.2449965597920039,15,0.045505077952786514,-0.1108269133496777,0.2000757695160276,15,0.12536426156268307,-0.05834033900206911,0.3079918149416841,15,0.2840357508927131,0.18074636426240173,0.3933439183674088,15,0.2
gpt-5-nano,gpt5nano_partner_myth_shuffled_no_noise,False,myth_game,15,0.1756524930259022,0.003604825178917518,0.3218907606332017,15,0.3373427998339854,0.18528290296036926,0.45989978743908955,15,0.18395041846501856,-0.00806815814345725,0.3665324458950953,15,0.41704370156266907,0.296717880076599,0.5163554612246647,15,0.3333333333333333
gpt-5-nano,gpt5nano_partner_myth_shuffled_positive_5,False,game_myth,15,0.17625998903767526,-0.026191739120244566,0.36384061488326513,15,0.10654999470538404,-0.021588153406202567,0.24251087033920402,15,0.08502316634910594,-0.09626136706625249,0.26415611465930044,15,0.3558711038817829,0.2478658513630111,0.4606658178763551,15,0.26666666666666666
gpt-5-nano,gpt5nano_partner_myth_shuffled_positive_5,False,myth_game,15,0.12105785055082234,-0.008650592219806841,0.23818096606582073,15,0.16311434714531076,0.0009147916114738384,0.3459071026902657,15,0.04724957023461476,-0.11335070165238653,0.2108076555332782,15,0.3151445307244794,0.19922704804614785,0.43879747054885454,15,0.13333333333333333
gpt-5-nano,gpt5nano_partner_myth_shuffled_positive_5,True,game_myth,15,0.1425997679348042,-0.0510964320729576,0.325918379058838,15,-0.021286666959916444,-0.20324772061952845,0.1738955794372952,15,0.1053252178128085,-0.10490314390548652,0.3192927001729451,15,0.23460147359260367,0.042425395866535834,0.42032379518231716,15,0.13333333333333333
gpt-5-nano,gpt5nano_partner_myth_shuffled_positive_5,True,myth_game,15,0.13929385779818468,-0.03918153428366351,0.31529699877132494,15,0.12497617330313406,-0.02557217352534756,0.2934509093854751,15,0.2384381395016318,0.04000385137649746,0.4027501598313267,15,0.29437894755241784,0.14461294346288134,0.44154876475726546,15,0.2
gpt-5-nano,gpt5nano_partner_myth_targeted_bootstrap,False,game_myth,10,0.12493694352446094,-0.08630421767456734,0.33221163718256946,10,0.3339859837793057,0.1686662421974241,0.49735709294492875,10,0.2620572788763783,0.09704876166993262,0.4236635299146157,10,0.48349437679404444,0.35165480755704764,0.6029855472289479,10,0.6
gpt-5-nano,gpt5nano_partner_myth_targeted_bootstrap,False,myth_game,10,0.12232119093528906,-0.1312038586091858,0.39906948936923503,10,0.030021663169953083,-0.2601044837546406,0.34206662945791044,10,0.03269039734154793,-0.19340286321410027,0.23941662408450157,10,0.25987054123610215,0.0020069114379773754,0.4898866784667696,10,0.4
gpt-5-nano,gpt5nano_partner_myth_targeted_bootstrap,True,game_myth,10,0.28225003188107367,0.00907189444894883,0.5581625786373455,10,0.10156823913232746,-0.11021161772352267,0.33420614983380026,10,-0.0468085352514002,-0.3326679841735422,0.25011267569761103,10,0.36592559567077715,0.13547128999373667,0.5813885656216012,10,0.5
gpt-5-nano,gpt5nano_partner_myth_targeted_bootstrap,True,myth_game,10,0.2224779224003334,0.009319562679260367,0.4471924649896962,10,-0.012963980731088847,-0.2088478686204042,0.16703309405536573,10,-0.029155662022891125,-0.1594255288589617,0.10293184714411908,10,0.37038586110657234,0.22853992926889527,0.5265799469476025,10,0.2
gpt-5-nano,gpt5nano_partner_myth_targeted_negative_5,False,game_myth,15,0.1584118043224577,0.004673736384925395,0.31514151262919005,15,0.2300737920997115,0.08258709145453519,0.3733287437086441,15,0.18454479519296285,-0.009474955134322735,0.3811218939896515,15,0.36089682720437677,0.24924902044222666,0.479530811939588,15,0.2
gpt-5-nano,gpt5nano_partner_myth_targeted_negative_5,False,myth_game,15,0.2292552557760728,0.014883389744895547,0.4444954341089051,15,0.28414344841075895,0.134834987232453,0.4284801966540822,15,0.27297297996791997,0.11863231511088301,0.39920656984245173,15,0.4567401688490916,0.32570860993265116,0.5693249634098613,15,0.4666666666666667
gpt-5-nano,gpt5nano_partner_myth_targeted_negative_5,True,game_myth,15,0.2695844534316493,0.14361317909467297,0.3857557576571179,15,0.24361218112516436,0.018537065824616703,0.4695138220503863,15,0.0933630126619458,-0.028868978958482696,0.20740852422640077,15,0.501952283224075,0.40193163118539843,0.5973877538373619,15,0.4666666666666667
gpt-5-nano,gpt5nano_partner_myth_targeted_negative_5,True,myth_game,15,0.2931438573912682,0.061239166658197085,0.5035974022693084,15,0.04450116098447017,-0.12751278585884043,0.2313783596471063,15,0.09076779979159756,-0.1428324425566297,0.3094064202574562,15,0.44885905304711304,0.29417514901285774,0.5924410637867058,15,0.4666666666666667
gpt-5-nano,gpt5nano_partner_myth_targeted_positive_5,False,game_myth,15,0.17012561449374086,-0.013667779582423725,0.34712159663381353,15,0.21402879742150824,0.01723646893765396,0.39681659228151234,15,0.1363507767247702,-0.0973460874597295,0.3499753663462812,15,0.34944172118576855,0.20130368876409943,0.49810477986307505,15,0.3333333333333333
gpt-5-nano,gpt5nano_partner_myth_targeted_positive_5,False,myth_game,15,0.2759658344199325,0.1194737646910025,0.4383806790551572,15,0.1848157499655933,-0.011024150430704158,0.3388007911365198,15,0.15490717131798432,-0.07535457239617381,0.37728423528399746,15,0.3987446908669485,0.26883734659720576,0.5211050240778048,15,0.3333333333333333
gpt-5-nano,gpt5nano_partner_myth_targeted_positive_5,True,game_myth,15,0.13844062428114387,-0.03894220044423569,0.3215133165773672,15,0.23320003073050788,0.021691583414747768,0.42709156401763865,15,0.15048487508820915,-0.011982224216688016,0.30567670702291416,15,0.4234123512256807,0.2927131882860168,0.5467342445456804,15,0.4
gpt-5-nano,gpt5nano_partner_myth_targeted_positive_5,True,myth_game,14,0.18833092863731743,0.03886903295888334,0.3228933633856985,14,0.2511808125047326,-0.007076760241299829,0.47435567535513185,14,0.12177048878135678,-0.04096306057881353,0.2791112608636183,14,0.4749327434424152,0.36900250934363155,0.5616282636833698,14,0.42857142857142855
gpt-5-nano,negative_5,False,game_myth,15,0.2987695742911409,0.1433058330995871,0.4564878460542798,15,0.15954876339182253,0.01716279783293529,0.2910096323707049,15,0.2623501617002557,0.04585192170578969,0.4608718005121037,15,0.3914356809227865,0.2671750158716422,0.5282795302895711,15,0.4
gpt-5-nano,negative_5,False,myth_game,15,0.11309628871738495,-0.08613091514399178,0.3171402852255896,15,0.19074405814148065,-0.03595407882472538,0.41016806717009685,15,0.21044050768802525,0.03471233497530041,0.38544240124298,15,0.38869469462380896,0.2704769638197683,0.5128522135782152,15,0.3333333333333333
gpt-5-nano,negative_5,True,game_myth,15,0.33678467618981583,0.1629724797968479,0.5052544228619772,15,0.34241813512508307,0.20238248420697294,0.46873994878215686,15,0.3033242746757379,0.17027020517191824,0.43332270404973033,15,0.4947828312740167,0.37446704947377607,0.6034285698518147,15,0.5333333333333333
gpt-5-nano,negative_5,True,myth_game,15,0.12814502479610804,-0.01831329701467475,0.2955869470347945,15,0.1412889702194778,-0.04187419870600491,0.3306194828193573,15,0.27318695277693056,0.08751138996289409,0.43950758408853435,15,0.27014046552503745,0.11197651294339532,0.4385539389557816,15,0.26666666666666666
gpt-5-nano,positive,False,game_myth,15,0.2855805989944502,0.04984879502653365,0.4980823750171869,15,0.36218725265976615,0.20656609240019572,0.5153184651677002,15,0.27010204493196344,0.04952514923588247,0.4767379173136392,15,0.4769479815683018,0.3487764598585978,0.6029714197816245,15,0.5333333333333333
gpt-5-nano,positive,False,myth_game,15,0.2576465831306019,0.08693885622155911,0.4158069099358352,15,0.2436835727324289,0.12762500096615034,0.3625832954415361,15,0.13900092015817744,-0.05329881695901843,0.32248721019396553,15,0.41818884938232126,0.3107192714189334,0.5199170875230903,15,0.4666666666666667
gpt-5-nano,positive,True,game_myth,15,0.3834332282261977,0.1967740272662857,0.5519293471162722,15,0.2459070198268397,0.07488128317039082,0.41977964204302387,15,0.3447885190615519,0.18403134993647863,0.5065822968848003,15,0.45950554398091115,0.32767957230121186,0.5872913873206204,15,0.4666666666666667
gpt-5-nano,positive,True,myth_game,15,0.37066213502462436,0.18520383645884547,0.5342880699440048,15,0.35235967810023344,0.1262580463496416,0.5647694056365711,15,0.281184305856818,0.09769866746849742,0.4521859127627964,15,0.5793448228318744,0.4214073308462784,0.7124967011341168,15,0.7333333333333333
gpt-5-nano,targeted_myth_bootstrap_gpt5nano,False,game_myth,15,0.04043346370220913,-0.11712499927266276,0.20209358945753544,15,-0.03576969514775605,-0.2593359003899143,0.16198338439500312,15,0.08713712017594716,-0.08335180945667661,0.25638638835718147,15,0.22149162896905356,0.05180103053196937,0.37043406750296876,15,0.26666666666666666
gpt-5-nano,targeted_myth_bootstrap_gpt5nano,False,myth_game,15,-0.13135340601295317,-0.316609779005902,0.039620576028264735,15,-0.05237349926346235,-0.31213456198421835,0.20932617104647086,15,0.004311904940235909,-0.1413537328841459,0.133577343946514,15,0.13712163589936902,-0.08192258068026588,0.3484757172198928,15,0.26666666666666666
gpt-5-nano,targeted_myth_bootstrap_gpt5nano,True,game_myth,15,0.08285238369162859,-0.1134705324468722,0.2813686519852294,15,0.0553680149216265,-0.11239809685315606,0.21221034628747207,15,0.059814561136913455,-0.13188523269456182,0.22746640317109368,15,0.22081499349420625,0.04439759699524022,0.38662938012609666,15,0.26666666666666666
gpt-5-nano,targeted_myth_bootstrap_gpt5nano,True,myth_game,15,0.14151433874112265,0.03923293070601579,0.24860996605717223,15,0.024123754959810652,-0.18389917135086628,0.24616659568049276,15,-0.09592037397130165,-0.2601894792554529,0.07921060882537125,15,0.3164243911456106,0.18755920024503456,0.4542210136493314,15,0.26666666666666666
gpt-5-nano,targeted_myth_k1_gpt5nano,False,game_myth,20,0.24787918779543042,0.07930293762733251,0.4202869297176242,20,0.03078828487181242,-0.1193261808708421,0.18022331327434957,20,0.10245288786230014,-0.045725228508971066,0.23782150676850988,20,0.3909915472871376,0.27356296797645785,0.502471923415259,20,0.35
gpt-5-nano,targeted_myth_k1_gpt5nano,False,myth_game,20,0.11987565547630537,-0.03288476177440877,0.2806598017344838,20,0.11231321765479955,-0.037383179535460796,0.25392286085979326,20,0.2005146535692318,0.016586521196471863,0.3697173407553838,20,0.27527839316820335,0.13209755305649684,0.40991501320453133,20,0.2
gpt-5-nano,targeted_myth_k2_gpt5nano,False,game_myth,20,0.14929265175595416,-0.026948002234352335,0.3088708555776929,20,0.229590807126214,0.09657568980805883,0.36063574689462036,20,0.12413621342250594,-0.03671909191763423,0.2802801327953468,20,0.3646381345524627,0.2384184159061209,0.4839786512755863,20,0.4
gpt-5-nano,targeted_myth_k2_gpt5nano,False,myth_game,20,0.06690216320493811,-0.09260013014126713,0.2284612911443099,20,0.00850756975381685,-0.14391084117796152,0.15170929179593318,20,-0.05775570412102413,-0.20629408552191722,0.08285074398095311,20,0.2342619844562938,0.12202935468344998,0.3518052471539492,20,0.2
gpt-5-nano,targeted_myth_neutral_gpt5nano,False,game_myth,19,0.10768576263642755,-0.04311929784810363,0.2505677123290264,19,0.012267282391401573,-0.13917378797061847,0.16577008100711066,19,0.23408851369346473,0.0955407426271381,0.3631552121803432,19,0.2146059628562863,0.09623222947210518,0.3291227833158026,19,0.10526315789473684
gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,20,-0.033405035930339486,-0.19030745597801624,0.13340211100288074,20,0.10248260105911897,-0.031074658920788513,0.24054346052378656,20,0.18445238929044228,0.05944803917961247,0.31545607705437545,20,0.22886839979668597,0.09268164958490818,0.36085391505650954,20,0.2
