model,task_order,noise_condition,experiment,myth_topic,game_params_name,round,agent,n_tokens,n_types,ttr,entropy_bits,mean_sentence_length,n_sentences
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,10,Agent_1,209,129,0.6172248803827751,6.659278601420595,10.947368421052632,19
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,10,Agent_2,221,141,0.6380090497737556,6.829325354006208,13.75,16
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,10,Agent_8,216,135,0.625,6.782743227930831,11.31578947368421,19
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,10,Agent_6,210,133,0.6333333333333333,6.652417425562631,10.45,20
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,10,Agent_7,206,126,0.6116504854368932,6.656994701772465,11.38888888888889,18
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,1,Agent_6,211,113,0.5355450236966824,6.241881100783291,12.411764705882353,17
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,1,Agent_5,207,111,0.5362318840579711,6.123671544891123,14.785714285714286,14
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,1,Agent_1,210,128,0.6095238095238096,6.535501175089846,12.352941176470589,17
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,1,Agent_4,215,131,0.6093023255813953,6.574928038674568,11.944444444444445,18
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,1,Agent_7,207,126,0.6086956521739131,6.522705315872216,12.9375,16
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,1,Agent_3,198,133,0.6717171717171717,6.656531512174896,15.23076923076923,13
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,1,Agent_8,204,135,0.6617647058823529,6.6381050056989395,12.75,16
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,1,Agent_2,213,120,0.5633802816901409,6.237527079270685,15.214285714285714,14
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,2,Agent_4,210,124,0.5904761904761905,6.497515877881771,13.0625,16
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,2,Agent_6,209,123,0.5885167464114832,6.450372455096636,13.866666666666667,15
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,2,Agent_3,200,142,0.71,6.791952583320553,13.266666666666667,15
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,2,Agent_1,205,145,0.7073170731707317,6.8772289560670075,14.571428571428571,14
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,2,Agent_2,199,122,0.6130653266331658,6.524995895822823,11.0,18
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,2,Agent_7,203,134,0.6600985221674877,6.619759885920651,13.466666666666667,15
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,2,Agent_5,209,128,0.6124401913875598,6.392729370887277,14.857142857142858,14
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,2,Agent_8,210,128,0.6095238095238096,6.639787529994085,13.0625,16
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,3,Agent_7,211,129,0.6113744075829384,6.6340303976899655,17.5,12
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,3,Agent_4,210,130,0.6190476190476191,6.623522871219001,13.0625,16
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,3,Agent_1,199,134,0.6733668341708543,6.722244694059139,11.0,18
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,3,Agent_8,204,109,0.5343137254901961,6.341193744692792,10.68421052631579,19
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,3,Agent_3,217,151,0.695852534562212,6.942406270105413,13.5,16
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,3,Agent_6,202,119,0.5891089108910891,6.464210073491961,11.823529411764707,17
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,3,Agent_5,209,123,0.5885167464114832,6.452288362905444,10.4,20
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,3,Agent_2,205,134,0.6536585365853659,6.754257642000694,12.75,16
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,4,Agent_4,213,143,0.6713615023474179,6.804798235815935,13.25,16
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,4,Agent_5,210,127,0.6047619047619047,6.640421409145006,12.294117647058824,17
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,4,Agent_2,209,126,0.6028708133971292,6.5998405656945485,9.904761904761905,21
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,4,Agent_7,211,140,0.6635071090047393,6.825735353419863,11.052631578947368,19
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,4,Agent_8,220,104,0.4727272727272727,6.231163450326878,9.521739130434783,23
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,4,Agent_3,214,145,0.677570093457944,6.8744161685430205,11.833333333333334,18
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,4,Agent_6,207,133,0.642512077294686,6.728720788887165,9.363636363636363,22
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,4,Agent_1,221,139,0.6289592760180995,6.751365625197007,16.923076923076923,13
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,5,Agent_3,214,124,0.5794392523364486,6.521625458619152,11.210526315789474,19
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,5,Agent_4,214,130,0.6074766355140186,6.647343552579618,11.833333333333334,18
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,5,Agent_8,219,127,0.5799086757990868,6.596866830302952,12.11111111111111,18
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,5,Agent_7,215,141,0.6558139534883721,6.795016323976009,10.19047619047619,21
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,5,Agent_5,214,127,0.5934579439252337,6.5849379587202455,12.529411764705882,17
