regime,run,round,agent,n_tokens,policing,reputation,institution,conditional_threat,myth_reference,surveillance,justice_moral,stranger
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,5,Agent_5,452,0,4,7,0,12,1,4,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,5,Agent_1,347,0,0,2,0,6,0,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,5,Agent_7,380,0,4,2,0,7,0,4,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,5,Agent_2,384,0,5,7,0,6,1,3,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,5,Agent_8,406,0,2,2,0,7,1,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,5,Agent_3,364,0,2,7,0,4,0,2,1
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,5,Agent_4,393,0,9,6,0,10,3,2,2
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,5,Agent_6,325,0,8,3,0,4,0,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,6,Agent_3,502,0,4,9,0,7,0,3,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,6,Agent_7,621,0,10,1,0,9,1,10,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,6,Agent_1,342,0,2,4,0,6,1,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,6,Agent_4,386,2,6,9,0,6,1,5,2
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,6,Agent_2,383,0,9,8,0,7,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,6,Agent_8,382,0,4,2,0,6,1,3,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,6,Agent_6,307,0,5,4,0,6,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,6,Agent_5,393,0,1,8,0,7,0,5,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,7,Agent_5,339,0,1,6,0,4,0,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,7,Agent_2,377,0,2,11,0,7,0,0,1
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,7,Agent_8,403,0,8,1,1,5,0,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,7,Agent_3,384,0,3,0,0,5,0,5,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,7,Agent_1,273,0,2,7,0,6,0,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,7,Agent_6,298,0,3,7,0,8,0,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,7,Agent_4,371,1,9,7,0,7,0,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,7,Agent_7,270,0,3,1,0,5,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,8,Agent_3,326,0,2,0,0,6,1,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,8,Agent_4,320,0,7,6,0,5,0,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,8,Agent_7,382,1,14,5,0,9,1,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,8,Agent_1,211,0,2,8,0,4,0,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,8,Agent_2,373,0,7,8,0,7,1,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,8,Agent_8,398,0,0,3,0,5,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,8,Agent_6,380,0,1,7,0,7,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,8,Agent_5,367,0,5,5,0,7,3,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,9,Agent_7,349,0,8,3,0,6,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,9,Agent_4,337,0,5,2,0,4,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,9,Agent_2,285,0,4,4,0,2,0,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,9,Agent_6,333,0,2,6,0,4,0,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,9,Agent_3,283,0,5,0,0,3,0,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,9,Agent_5,439,0,1,4,0,6,0,1,1
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,9,Agent_8,289,0,0,6,0,8,0,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,9,Agent_1,185,0,3,4,0,3,0,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,10,Agent_6,191,0,3,3,0,3,0,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,10,Agent_3,271,0,2,0,0,3,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,10,Agent_5,262,0,2,1,0,6,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,10,Agent_7,229,0,4,3,0,4,0,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,10,Agent_1,242,0,4,4,0,4,0,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,10,Agent_2,368,0,5,3,0,2,0,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,10,Agent_4,363,0,6,2,0,5,0,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,10,Agent_8,545,0,5,3,0,3,1,0,1
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,1,Agent_5,461,0,0,2,0,17,0,2,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,1,Agent_2,342,0,0,1,0,10,0,11,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,1,Agent_8,309,0,0,1,0,14,0,1,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,1,Agent_6,425,0,0,1,0,10,0,5,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,1,Agent_4,259,0,0,4,0,8,0,1,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,1,Agent_7,332,0,0,1,0,2,2,14,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,1,Agent_3,330,0,0,3,0,14,0,1,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,1,Agent_1,293,0,0,3,0,7,0,5,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,2,Agent_2,258,0,0,2,0,5,0,5,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,2,Agent_5,336,0,1,1,0,7,0,13,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,2,Agent_1,370,0,1,4,0,11,0,7,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,2,Agent_4,277,0,1,1,0,6,0,11,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,2,Agent_6,306,0,0,0,0,10,0,10,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,2,Agent_3,453,0,0,2,0,9,1,8,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,2,Agent_7,277,0,1,1,0,5,0,7,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,2,Agent_8,367,0,0,0,0,6,0,6,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,3,Agent_1,244,0,5,0,0,5,2,6,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,3,Agent_2,273,0,4,0,0,4,0,9,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,3,Agent_7,268,0,6,1,0,6,3,3,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,3,Agent_6,291,0,1,0,0,7,0,1,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,3,Agent_4,219,0,3,0,0,7,1,9,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,3,Agent_5,262,0,5,1,0,6,0,11,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,3,Agent_3,377,0,2,4,0,7,0,18,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,3,Agent_8,307,0,0,0,0,6,1,0,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,4,Agent_5,281,0,5,0,0,6,0,6,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,4,Agent_7,398,0,15,1,0,3,5,3,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,4,Agent_8,380,2,2,0,0,5,0,9,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,4,Agent_1,279,0,7,0,0,5,0,8,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,4,Agent_2,302,0,8,0,0,4,0,3,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,4,Agent_3,359,0,6,3,0,5,0,24,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,4,Agent_6,406,0,4,0,0,4,3,3,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,4,Agent_4,277,0,6,0,0,5,0,6,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,5,Agent_4,222,0,2,2,0,8,0,0,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,5,Agent_3,304,0,0,6,0,5,0,8,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,5,Agent_8,341,0,2,0,0,4,0,3,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,5,Agent_5,257,0,7,1,0,4,0,1,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,5,Agent_7,392,0,12,0,0,1,4,2,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,5,Agent_2,362,0,6,0,0,3,0,4,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,5,Agent_6,336,0,2,1,0,4,0,2,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,5,Agent_1,220,0,5,1,0,5,0,5,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,6,Agent_2,329,0,7,0,0,6,0,2,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,6,Agent_4,212,0,0,3,0,5,0,3,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,6,Agent_1,239,0,6,2,0,3,1,2,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,6,Agent_8,289,0,4,2,0,3,1,3,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,6,Agent_3,297,0,7,10,0,4,0,2,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,6,Agent_7,255,0,6,1,0,2,0,1,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,6,Agent_5,278,0,6,0,0,7,0,1,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,6,Agent_6,331,0,8,2,0,3,1,2,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,7,Agent_8,280,0,8,4,0,5,1,2,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,7,Agent_7,227,0,9,4,0,5,0,0,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,7,Agent_3,245,0,10,4,0,4,0,0,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,7,Agent_5,241,0,4,0,0,5,0,0,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,7,Agent_2,268,0,7,0,0,5,0,2,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,7,Agent_6,395,0,2,0,0,3,1,2,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,7,Agent_4,169,0,3,0,0,2,0,0,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,7,Agent_1,254,0,2,0,0,2,0,7,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,8,Agent_6,243,0,3,2,0,3,0,1,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,8,Agent_3,274,0,6,3,0,2,0,5,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,8,Agent_7,288,0,7,4,0,5,0,1,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,8,Agent_4,190,0,2,2,0,4,0,3,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,8,Agent_5,163,0,3,0,0,3,0,0,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,8,Agent_8,312,0,9,2,0,4,1,2,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,8,Agent_1,379,0,4,1,0,5,0,7,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,8,Agent_2,223,0,4,0,0,2,0,2,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,9,Agent_7,257,0,8,3,0,5,0,1,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,9,Agent_3,219,0,2,2,0,2,0,1,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,9,Agent_5,373,0,4,0,1,3,0,3,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,9,Agent_2,165,0,4,0,0,2,0,0,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,9,Agent_1,229,0,2,3,0,3,0,5,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,9,Agent_6,245,0,4,0,0,0,0,3,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,9,Agent_8,320,0,7,2,0,4,0,0,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,9,Agent_4,147,0,5,0,0,2,0,2,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,10,Agent_4,206,0,6,1,0,5,0,1,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,10,Agent_5,200,0,3,2,0,3,0,0,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,10,Agent_3,260,0,5,1,0,4,0,1,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,10,Agent_1,208,0,3,2,0,3,0,2,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,10,Agent_2,204,0,5,1,0,4,0,1,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,10,Agent_8,314,0,0,1,0,4,0,6,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,10,Agent_6,261,0,9,0,0,4,0,0,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,10,Agent_7,281,0,7,8,0,6,0,3,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,1,Agent_6,376,0,1,0,0,17,0,2,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,1,Agent_5,424,0,0,2,0,8,0,12,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,1,Agent_1,331,0,1,0,0,13,0,3,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,1,Agent_4,383,0,0,1,0,8,0,6,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,1,Agent_7,371,0,0,6,0,11,0,2,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,1,Agent_3,356,1,0,0,0,7,0,8,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,1,Agent_8,378,0,2,1,0,18,0,10,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,1,Agent_2,309,0,0,0,0,5,0,10,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,2,Agent_4,406,0,5,3,0,10,1,7,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,2,Agent_6,296,0,1,0,0,10,0,8,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,2,Agent_3,345,0,0,1,0,12,0,2,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,2,Agent_1,350,0,0,0,0,8,1,11,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,2,Agent_2,304,0,4,2,0,10,1,5,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,2,Agent_7,362,0,0,2,0,10,0,8,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,2,Agent_5,369,0,1,2,0,8,0,4,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,2,Agent_8,345,0,1,0,0,7,0,10,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,3,Agent_7,334,0,4,1,0,8,1,4,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,3,Agent_4,387,0,0,2,0,5,0,7,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,3,Agent_1,311,0,3,0,0,7,2,6,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,3,Agent_8,364,0,0,0,0,6,1,5,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,3,Agent_3,409,0,13,1,0,12,1,8,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,3,Agent_6,315,0,0,2,0,5,0,5,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,3,Agent_5,284,0,3,1,0,6,0,5,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,3,Agent_2,260,0,5,2,0,7,1,8,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,4,Agent_4,335,0,4,1,0,6,1,2,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,4,Agent_5,277,0,2,2,0,6,0,4,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,4,Agent_2,267,0,12,0,0,7,2,5,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,4,Agent_7,329,0,2,2,0,9,1,6,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,4,Agent_8,330,0,6,0,0,7,1,1,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,4,Agent_3,364,0,4,2,0,8,1,11,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,4,Agent_6,326,0,3,2,0,6,1,9,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,4,Agent_1,290,0,1,0,0,5,1,8,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,5,Agent_3,424,0,13,1,0,5,0,11,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,5,Agent_4,343,0,4,1,0,6,1,1,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,5,Agent_8,293,0,2,0,0,5,0,5,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,5,Agent_7,317,0,6,1,0,5,0,5,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,5,Agent_5,243,0,9,2,0,5,1,1,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,5,Agent_6,394,0,10,1,0,3,2,10,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,5,Agent_1,333,0,8,0,0,6,0,11,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,5,Agent_2,287,0,5,3,0,6,2,4,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,6,Agent_6,320,0,12,2,0,3,3,6,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,6,Agent_1,336,0,3,1,0,6,0,9,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,6,Agent_2,280,0,8,3,1,5,3,2,2
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,6,Agent_3,411,0,5,10,0,6,0,13,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,6,Agent_4,296,0,9,2,0,4,0,3,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,6,Agent_8,220,0,2,3,0,6,0,2,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,6,Agent_7,177,0,4,0,0,3,0,1,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,6,Agent_5,325,0,3,4,0,7,0,1,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,7,Agent_4,268,0,9,0,0,5,0,0,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,7,Agent_5,253,0,4,2,0,6,0,2,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,7,Agent_8,189,0,3,1,0,5,0,0,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,7,Agent_3,179,0,2,3,0,3,0,4,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,7,Agent_6,345,0,22,1,0,6,2,7,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,7,Agent_2,391,0,9,6,0,9,2,3,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,7,Agent_7,98,0,2,0,0,2,0,1,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,7,Agent_1,388,0,3,2,0,4,0,8,0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,8,Agent_2,198,0,8,8,0,3,1,0,0
