regime,run,round,agent,n_tokens,policing,reputation,institution,conditional_threat,myth_reference,surveillance,justice_moral,stranger
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,2,Agent_1,440,0,0,0,0,12,1,8,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,2,Agent_7,477,2,0,7,0,11,0,14,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,3,Agent_3,280,0,0,0,0,8,0,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,3,Agent_8,444,0,3,1,0,12,1,11,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,3,Agent_2,411,0,9,1,0,10,1,7,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,3,Agent_5,522,0,2,0,0,8,0,7,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,3,Agent_4,433,0,0,1,0,12,1,4,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,3,Agent_7,534,0,4,4,0,8,1,4,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,3,Agent_1,454,0,3,1,0,6,0,8,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,3,Agent_6,613,0,0,1,0,9,0,4,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,4,Agent_8,459,0,8,0,0,15,2,3,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,4,Agent_2,412,0,6,1,0,6,0,10,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,4,Agent_7,528,0,6,1,0,8,1,7,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,4,Agent_1,523,0,5,3,0,6,1,6,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,4,Agent_5,371,0,9,0,0,8,1,3,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,4,Agent_3,302,0,3,0,0,7,0,3,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,4,Agent_6,398,0,0,2,0,8,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,4,Agent_4,507,0,2,3,0,9,0,4,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,5,Agent_6,397,0,10,3,0,10,1,5,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,5,Agent_7,406,0,7,1,0,10,0,3,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,5,Agent_3,424,0,2,0,0,7,4,12,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,5,Agent_5,316,0,7,0,0,4,0,6,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,5,Agent_4,426,0,5,0,0,8,1,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,5,Agent_8,375,0,5,1,0,6,0,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,5,Agent_2,331,0,4,3,0,6,0,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,5,Agent_1,424,0,3,1,0,5,0,4,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,6,Agent_8,394,0,10,0,0,5,1,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,6,Agent_2,389,0,3,2,0,5,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,6,Agent_1,347,0,2,2,0,6,0,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,6,Agent_4,371,0,5,5,0,9,0,3,1
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,6,Agent_5,372,0,7,0,0,5,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,6,Agent_6,345,0,9,0,0,5,0,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,6,Agent_7,213,0,4,1,0,3,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,6,Agent_3,425,0,7,0,0,7,2,8,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,7,Agent_6,282,0,8,1,0,5,0,1,1
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,7,Agent_8,367,0,10,1,0,3,1,1,2
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,7,Agent_5,385,0,4,1,0,5,1,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,7,Agent_1,284,0,2,2,0,3,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,7,Agent_7,274,0,2,0,0,2,0,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,7,Agent_3,389,0,3,1,0,5,1,3,2
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,7,Agent_4,355,0,4,3,0,9,0,1,2
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,7,Agent_2,319,0,3,0,0,3,0,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,8,Agent_8,349,0,8,0,0,6,0,1,1
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,8,Agent_7,196,0,3,2,0,7,0,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,8,Agent_2,338,0,11,1,0,5,1,0,1
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,8,Agent_5,347,0,1,2,0,5,0,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,8,Agent_3,385,0,4,6,0,8,0,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,8,Agent_4,307,0,1,0,0,4,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,8,Agent_1,284,0,4,3,0,8,2,1,1
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,8,Agent_6,346,1,3,1,0,5,0,3,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,9,Agent_2,401,0,5,1,0,6,1,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,9,Agent_6,293,1,4,0,0,7,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,9,Agent_1,325,0,2,2,0,8,0,2,1
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,9,Agent_4,403,0,3,0,0,8,2,5,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,9,Agent_3,384,0,2,2,0,9,0,5,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,9,Agent_8,301,0,4,0,0,4,1,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,9,Agent_5,392,0,4,3,0,9,1,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,9,Agent_7,162,0,1,0,0,3,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,10,Agent_7,187,0,3,0,0,3,0,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,10,Agent_3,396,1,8,0,0,6,1,3,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,10,Agent_8,300,0,7,0,0,3,2,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,10,Agent_1,295,0,0,5,0,6,1,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,10,Agent_4,349,0,8,4,0,7,1,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,10,Agent_5,368,0,1,0,0,6,0,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,10,Agent_6,356,0,6,0,0,6,0,1,1
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,10,Agent_2,373,1,6,2,0,5,0,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,1,Agent_6,396,0,2,1,0,16,0,3,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,1,Agent_3,447,0,0,1,0,12,0,7,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,1,Agent_5,386,0,0,0,0,12,0,4,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,1,Agent_2,379,0,0,0,0,4,0,5,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,1,Agent_8,455,0,3,1,0,13,0,4,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,1,Agent_7,352,0,0,2,0,9,0,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,1,Agent_4,462,0,2,8,0,12,0,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,1,Agent_1,421,0,0,1,0,5,0,6,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,2,Agent_2,498,1,1,0,0,11,0,10,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,2,Agent_6,374,0,1,0,0,13,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,2,Agent_7,328,0,1,2,0,9,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,2,Agent_4,461,0,0,3,0,10,1,6,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,2,Agent_3,524,0,0,0,0,17,2,3,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,2,Agent_5,479,0,0,0,0,16,2,5,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,2,Agent_1,437,0,0,1,0,10,0,4,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,2,Agent_8,595,0,0,1,0,17,0,7,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,3,Agent_8,428,0,1,0,0,9,2,4,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,3,Agent_1,439,0,1,1,0,5,0,7,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,3,Agent_4,356,1,4,2,0,7,0,8,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,3,Agent_7,376,0,0,1,0,8,0,4,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,3,Agent_5,435,0,12,0,0,9,1,12,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,3,Agent_6,475,0,0,1,0,8,2,14,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,3,Agent_2,504,0,3,2,0,13,0,11,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,3,Agent_3,403,0,2,0,0,7,0,3,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,4,Agent_3,339,0,3,0,0,6,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,4,Agent_4,307,0,5,0,0,6,1,11,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,4,Agent_7,360,0,5,0,0,7,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,4,Agent_2,402,0,5,2,0,7,0,7,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,4,Agent_6,396,0,5,2,0,7,1,14,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,4,Agent_8,484,0,1,0,0,5,0,5,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,4,Agent_1,485,0,2,1,0,8,2,8,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,4,Agent_5,564,2,6,1,0,8,1,24,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,5,Agent_6,410,0,13,0,0,5,1,5,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,5,Agent_7,465,0,16,0,0,4,1,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,5,Agent_1,398,0,9,1,0,7,2,9,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,5,Agent_3,464,0,5,0,0,4,0,8,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,5,Agent_5,492,2,5,4,0,11,3,4,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,5,Agent_8,382,0,3,1,0,6,1,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,5,Agent_2,226,0,1,1,0,4,0,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,5,Agent_4,267,2,6,0,0,4,0,5,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,6,Agent_3,402,0,6,0,0,7,0,6,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,6,Agent_1,431,0,6,1,0,2,0,5,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,6,Agent_7,333,0,7,0,0,2,0,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,6,Agent_5,515,1,6,5,0,8,5,9,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,6,Agent_8,384,0,8,2,0,6,1,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,6,Agent_2,348,0,4,0,0,9,0,3,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,6,Agent_4,352,0,7,0,0,6,0,3,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,6,Agent_6,465,0,9,6,0,11,1,9,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,7,Agent_6,363,0,15,1,0,8,1,7,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,7,Agent_2,350,0,3,2,0,9,0,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,7,Agent_5,456,0,11,1,0,7,0,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,7,Agent_4,399,0,18,1,0,7,1,4,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,7,Agent_1,390,0,8,0,0,9,0,3,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,7,Agent_7,314,0,5,2,0,2,0,6,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,7,Agent_8,318,0,10,5,0,6,0,6,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,7,Agent_3,447,0,7,1,0,4,0,2,3
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,8,Agent_3,418,0,4,5,2,9,0,0,3
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,8,Agent_8,322,0,6,7,0,7,0,3,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,8,Agent_4,372,0,8,1,0,5,1,5,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,8,Agent_5,411,0,4,0,0,4,0,5,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,8,Agent_2,180,0,6,0,0,5,1,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,8,Agent_1,487,0,7,3,0,9,1,6,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,8,Agent_7,366,0,6,0,0,9,0,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,8,Agent_6,441,0,3,0,0,8,1,4,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,9,Agent_5,364,0,6,0,0,8,1,3,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,9,Agent_3,410,0,2,11,0,9,0,2,2
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,9,Agent_8,295,0,1,7,0,5,0,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,9,Agent_6,312,0,6,2,0,5,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,9,Agent_1,343,0,4,1,0,4,1,3,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,9,Agent_7,359,0,3,6,0,9,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,9,Agent_4,491,0,5,0,0,6,0,7,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,9,Agent_2,361,0,7,3,0,9,0,4,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,10,Agent_3,461,0,1,9,0,6,0,2,1
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,10,Agent_4,404,0,10,0,0,6,0,7,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,10,Agent_2,226,0,6,1,0,4,0,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,10,Agent_5,417,0,6,4,0,5,0,6,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,10,Agent_7,376,0,3,3,0,5,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,10,Agent_8,355,0,1,11,0,7,0,4,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,10,Agent_6,368,0,5,2,0,6,0,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,10,Agent_1,527,0,6,3,0,4,1,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,1,Agent_6,329,0,1,2,0,12,0,9,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,1,Agent_3,366,0,0,3,0,8,0,9,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,1,Agent_4,314,0,1,2,0,12,0,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,1,Agent_1,333,0,0,2,0,8,0,3,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,1,Agent_7,473,0,1,0,0,17,0,4,1
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,1,Agent_8,308,0,0,1,0,8,1,10,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,1,Agent_2,305,0,1,3,0,10,0,0,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,1,Agent_5,354,0,0,1,0,10,0,5,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,2,Agent_1,322,0,0,3,0,10,0,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,2,Agent_2,541,0,0,0,0,10,0,4,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,2,Agent_3,380,0,0,2,0,11,0,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,2,Agent_4,399,0,0,1,0,11,0,4,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,2,Agent_8,366,0,1,1,1,9,2,4,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,2,Agent_6,482,0,0,1,0,14,0,13,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,2,Agent_5,421,0,0,0,0,9,0,9,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,2,Agent_7,443,0,0,0,0,11,1,9,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,3,Agent_1,331,0,7,2,0,10,1,3,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,3,Agent_7,362,0,4,0,0,7,0,3,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,3,Agent_6,380,0,6,1,0,9,0,4,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,3,Agent_2,448,0,3,0,0,4,1,4,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,3,Agent_5,364,0,3,3,0,6,0,5,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,3,Agent_3,399,0,0,5,0,7,0,5,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,3,Agent_4,417,0,0,2,0,13,0,6,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,3,Agent_8,423,0,7,1,0,6,1,4,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,4,Agent_8,460,0,6,3,0,6,2,5,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,4,Agent_5,430,0,1,4,0,10,0,4,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,4,Agent_2,369,0,5,4,0,9,2,5,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,4,Agent_4,458,0,1,2,0,12,3,6,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,4,Agent_7,420,0,7,1,0,7,1,1,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,4,Agent_6,492,0,5,1,0,7,0,7,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,4,Agent_3,497,0,9,8,0,6,0,2,0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,4,Agent_1,388,0,5,1,0,9,0,4,0
