availability,condition,replicate_id,round,agent_id,author_type,coop_density,threat_density,half_rule,punishment_density
off,defectors25,93,9,Agent_7,standard,3.0303030303030303,0.0,1.0,0.0
off,defectors25,93,9,Agent_8,defector,2.0,0.0,1.0,0.0
off,defectors25,93,10,Agent_1,standard,1.0362694300518136,0.0,0.0,0.0
off,defectors25,93,10,Agent_2,standard,0.5,0.0,0.0,0.0
off,defectors25,93,10,Agent_3,standard,3.5175879396984926,0.0,1.0,0.0
off,defectors25,93,10,Agent_4,standard,2.564102564102564,0.0,1.0,0.0
off,defectors25,93,10,Agent_5,defector,2.0618556701030926,0.0,0.0,0.0
off,defectors25,93,10,Agent_6,standard,2.0408163265306123,0.5102040816326531,0.0,0.0
off,defectors25,93,10,Agent_7,standard,2.0,0.5,1.0,0.0
off,defectors25,93,10,Agent_8,defector,2.0202020202020203,0.0,0.0,0.0
off,defectors25,94,1,Agent_1,defector,3.1746031746031744,0.0,0.0,0.0
off,defectors25,94,1,Agent_2,standard,1.5706806282722512,0.5235602094240838,0.0,0.0
off,defectors25,94,1,Agent_3,defector,2.127659574468085,0.5319148936170213,0.0,0.0
off,defectors25,94,1,Agent_4,standard,3.389830508474576,0.0,1.0,0.0
off,defectors25,94,1,Agent_5,standard,2.8089887640449436,0.5617977528089888,1.0,0.0
off,defectors25,94,1,Agent_6,standard,3.225806451612903,0.0,1.0,0.0
off,defectors25,94,1,Agent_7,standard,1.0309278350515463,0.0,0.0,0.0
off,defectors25,94,1,Agent_8,standard,2.6178010471204187,0.0,0.0,0.0
off,defectors25,94,2,Agent_1,defector,1.4925373134328357,0.0,0.0,0.0
off,defectors25,94,2,Agent_2,standard,0.0,0.5586592178770949,0.0,0.0
off,defectors25,94,2,Agent_3,defector,1.6129032258064515,1.0752688172043012,0.0,0.0
off,defectors25,94,2,Agent_4,standard,2.13903743315508,0.0,1.0,0.0
off,defectors25,94,2,Agent_5,standard,2.0618556701030926,0.5154639175257731,0.0,0.0
off,defectors25,94,2,Agent_6,standard,1.4705882352941175,0.0,0.0,0.0
off,defectors25,94,2,Agent_7,standard,2.564102564102564,0.0,1.0,0.0
off,defectors25,94,2,Agent_8,standard,0.5235602094240838,0.0,0.0,0.0
off,defectors25,94,3,Agent_1,defector,2.030456852791878,0.0,0.0,0.0
off,defectors25,94,3,Agent_2,standard,2.7624309392265194,0.0,0.0,0.0
off,defectors25,94,3,Agent_3,defector,1.06951871657754,0.0,0.0,0.0
off,defectors25,94,3,Agent_4,standard,0.5025125628140703,0.5025125628140703,0.0,0.0
off,defectors25,94,3,Agent_5,standard,1.015228426395939,0.0,0.0,0.0
off,defectors25,94,3,Agent_6,standard,2.083333333333333,0.0,0.0,0.0
off,defectors25,94,3,Agent_7,standard,1.5544041450777202,0.5181347150259068,0.0,0.0
off,defectors25,94,3,Agent_8,standard,2.564102564102564,0.0,0.0,0.0
off,defectors25,94,4,Agent_1,defector,0.5050505050505051,0.5050505050505051,0.0,0.0
off,defectors25,94,4,Agent_2,standard,1.0309278350515463,0.0,0.0,0.0
off,defectors25,94,4,Agent_3,defector,0.546448087431694,0.0,0.0,0.0
