metric,contrast_type,replicate_id,difference
myth_threat_density,defector_effect_on,84,0.1488382342354082
myth_threat_density,defector_effect_on,85,0.1506852842892789
myth_threat_density,defector_effect_on,86,0.084735049542979
myth_threat_density,defector_effect_on,87,0.13988807918236004
myth_threat_density,defector_effect_on,88,0.3158307770815195
myth_threat_density,defector_effect_on,89,0.09763886770761127
myth_half_rule,availability_defectors25,80,0.0
myth_half_rule,availability_defectors25,81,0.05
myth_half_rule,availability_defectors25,82,-0.06666666666666668
myth_half_rule,availability_defectors25,83,0.06666666666666667
myth_half_rule,availability_defectors25,84,0.05
myth_half_rule,availability_defectors25,85,-0.09999999999999999
myth_half_rule,availability_defectors25,86,0.05
myth_half_rule,availability_defectors25,87,-0.08333333333333333
myth_half_rule,availability_defectors25,88,0.0
myth_half_rule,availability_defectors25,89,0.0
myth_half_rule,availability_control,80,-0.012500000000000004
myth_half_rule,availability_control,81,0.02500000000000001
myth_half_rule,availability_control,82,0.0375
myth_half_rule,availability_control,83,-0.024999999999999994
myth_half_rule,availability_control,84,-0.05
myth_half_rule,availability_control,85,-0.025
myth_half_rule,availability_control,86,0.0
myth_half_rule,availability_control,87,0.1125
myth_half_rule,availability_control,88,-0.049999999999999996
myth_half_rule,availability_control,89,0.0
myth_half_rule,availability_main,80,-0.006250000000000002
myth_half_rule,availability_main,81,0.037500000000000006
myth_half_rule,availability_main,82,-0.01458333333333334
myth_half_rule,availability_main,83,0.020833333333333336
myth_half_rule,availability_main,84,0.0
myth_half_rule,availability_main,85,-0.0625
myth_half_rule,availability_main,86,0.025
myth_half_rule,availability_main,87,0.014583333333333337
myth_half_rule,availability_main,88,-0.024999999999999998
myth_half_rule,availability_main,89,0.0
myth_half_rule,interaction,80,0.012500000000000004
myth_half_rule,interaction,81,0.024999999999999994
myth_half_rule,interaction,82,-0.10416666666666669
myth_half_rule,interaction,83,0.09166666666666666
myth_half_rule,interaction,84,0.1
myth_half_rule,interaction,85,-0.07499999999999998
myth_half_rule,interaction,86,0.05
myth_half_rule,interaction,87,-0.19583333333333333
myth_half_rule,interaction,88,0.049999999999999996
myth_half_rule,interaction,89,0.0
myth_half_rule,defector_effect_off,80,0.05
myth_half_rule,defector_effect_off,81,-0.03749999999999999
myth_half_rule,defector_effect_off,82,0.0625
myth_half_rule,defector_effect_off,83,-0.024999999999999994
myth_half_rule,defector_effect_off,84,-0.012499999999999997
myth_half_rule,defector_effect_off,85,0.0875
myth_half_rule,defector_effect_off,86,-0.012499999999999997
myth_half_rule,defector_effect_off,87,0.07083333333333333
myth_half_rule,defector_effect_off,88,-0.008333333333333331
myth_half_rule,defector_effect_off,89,-0.012499999999999997
myth_half_rule,defector_effect_on,80,0.0625
myth_half_rule,defector_effect_on,81,-0.012499999999999997
myth_half_rule,defector_effect_on,82,-0.041666666666666664
myth_half_rule,defector_effect_on,83,0.06666666666666667
myth_half_rule,defector_effect_on,84,0.08750000000000001
myth_half_rule,defector_effect_on,85,0.012500000000000004
myth_half_rule,defector_effect_on,86,0.037500000000000006
myth_half_rule,defector_effect_on,87,-0.125
myth_half_rule,defector_effect_on,88,0.041666666666666664
myth_half_rule,defector_effect_on,89,-0.012499999999999997
myth_punishment_density,availability_defectors25,80,0.21235755539949291
myth_punishment_density,availability_defectors25,81,0.13940023025694606
myth_punishment_density,availability_defectors25,82,0.1811247406082202
myth_punishment_density,availability_defectors25,83,0.2044333328250788
myth_punishment_density,availability_defectors25,84,0.21373036580520638
myth_punishment_density,availability_defectors25,85,0.19666625599166576
myth_punishment_density,availability_defectors25,86,0.16405399875785928
myth_punishment_density,availability_defectors25,87,0.20354100349814994
myth_punishment_density,availability_defectors25,88,0.197347121856798
myth_punishment_density,availability_defectors25,89,0.17342975470258973
myth_punishment_density,availability_control,80,0.07402346910900606
myth_punishment_density,availability_control,81,0.22264984305076357
myth_punishment_density,availability_control,82,0.17255382865339533
myth_punishment_density,availability_control,83,0.1359902741048768
