metric,contrast_type,replicate_id,difference
standard_myth_half_rule,availability_control,63,-0.024999999999999998
standard_myth_half_rule,availability_control,64,-0.025
standard_myth_half_rule,availability_control,65,0.025
standard_myth_half_rule,availability_defectors25,61,0.016666666666666666
standard_myth_half_rule,availability_defectors25,62,0.016666666666666666
standard_myth_half_rule,availability_defectors25,63,0.06666666666666667
standard_myth_half_rule,availability_defectors25,64,-0.05
standard_myth_half_rule,availability_defectors25,65,0.0
standard_myth_half_rule,defectors_off,61,0.016666666666666666
standard_myth_half_rule,defectors_off,62,0.016666666666666666
standard_myth_half_rule,defectors_off,63,-0.020833333333333332
standard_myth_half_rule,defectors_off,64,-0.012499999999999997
standard_myth_half_rule,defectors_off,65,-0.008333333333333335
standard_myth_half_rule,defectors_on,61,0.008333333333333331
standard_myth_half_rule,defectors_on,62,0.020833333333333332
standard_myth_half_rule,defectors_on,63,0.07083333333333333
standard_myth_half_rule,defectors_on,64,-0.0375
standard_myth_half_rule,defectors_on,65,-0.03333333333333334
standard_myth_half_rule,interaction,61,-0.008333333333333335
standard_myth_half_rule,interaction,62,0.004166666666666666
standard_myth_half_rule,interaction,63,0.09166666666666666
standard_myth_half_rule,interaction,64,-0.025
standard_myth_half_rule,interaction,65,-0.025
